+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
| Book/ Chapters       | Reign of the Judges                |                                                                                                                                                                                                                                      | Major Teachings about Jesus Christ                                                                                 | Books of the Bible                 |
|                      | 86                                 | Nephites                                                                                                                                                                                                                             | Samuel the Lamanite prophesied of the signs of Christ’s birth and death (see Hel. 14).                             |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      | 6                                  | • Samuel the Lamanite prophesied of the destruction of the Nephites and the signs of Christ’s birth and death (see Hel. 13–16).                                                                                                      |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | Lamanites                                                                                                                                                                                                                            |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • The Lamanites were firm and steadfast in the faith (see Hel. 13:1; Hel. 15:4–10).                                                                                                                                                  |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
| 3 Ne. 1–30           | 91                                 | Nephites                                                                                                                                                                                                                             |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
| Mormon               | A.D. 1                             | • Nephi, son of Nephi, took possession of the sacred records. The sign of Christ’s birth was given, and the people began to measure time from this event. Many repented and were baptized (see 3 Ne. 1:1–26; 3 Ne. 2:5–8).           |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Satan led many to forget or deny the signs of Christ’s birth (see 3 Ne. 2:1–4).                                                                                                                                                    |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • The Nephites and the converted Lamanites became one people and called themselves Nephites (see 3 Ne. 2:14–19).                                                                                                                     |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Lachoneus, the governor, and Gidgiddoni, the chief captain, led a successful campaign to destroy the robbers. The people forsook their sins and served God (see 3 Ne. 3–5).                                                        |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | Gadianton Robbers                                                                                                                                                                                                                    |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • The Gadianton robbers became so numerous and powerful that they threatened the safety and rights of all people (see 3 Ne. 2:11–13).                                                                                                |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
|                      | 30                                 | Nephites                                                                                                                                                                                                                             |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Corrupt leaders secretly murdered the prophets and took over the government. The people divided into tribes, thus destroying the government. Nephi boldly preached repentance, but few were converted to the Lord (see 3 Ne. 6–7). |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
|                      | 34                                 | Nephites                                                                                                                                                                                                                             | Jesus Christ taught the Nephites His gospel (see 3 Ne. 11–18).Jesus Christ expounded all things (see 3 Ne. 19–26). | New Testament Gospels and Epistles |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • The signs of Christ’s death were given. Many cities and people were destroyed (see 3 Ne. 8).                                                                                                                                       | Jesus Christ commanded His disciples to build the Church upon His gospel (see 3 Ne. 27).                           |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Jesus Christ appeared from heaven and taught His gospel. He gave authority and organized His Church, then ascended into heaven (see 3 Ne. 9–18).                                                                                   |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Jesus Christ again appeared, taught the people, and ascended. His disciples ministered and baptized in His name (see 3 Ne. 19–26).                                                                                                 |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Jesus Christ showed Himself to His disciples and taught them concerning His Church and gospel. He promised three disciples they could remain on earth until His Second Coming. They were then translated (see 3 Ne. 27–28).        |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
| 4 Ne. 1              | 35                                 | One People                                                                                                                                                                                                                           |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
| Mormon               |                                    | • The Nephites and the Lamanites were all converted to the Church of Christ. The people had all things in common among them and lived in peace and joy, having no wickedness among them (see 4 Ne. 1:1–23).                          |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Great pride and wickedness spread across the land. Many false churches arose, and the Saints were persecuted (see 4 Ne. 1:24–34).                                                                                                  |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
|                      | 231                                | One People                                                                                                                                                                                                                           |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • The people divided into two groups. Nephites were the true believers in Christ, and Lamanites were those who rejected the gospel (see 4 Ne. 1:35–41).                                                                              |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | Gadianton Robbers                                                                                                                                                                                                                    |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • A new group of Gadianton robbers gained support and spread throughout the land (see 4 Ne. 1:42–46).                                                                                                                                |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
| Morm. 1–7; Morm. 8–9 | 321                                | Nephites                                                                                                                                                                                                                             | Mormon wrote that all little children are alive in Christ (see Moro. 8).                                           |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
| Mormon, Moroni       |                                    | • Ammaron, great-grandson of Nephi (one of the Savior’s disciples), hid the sacred records (see 4 Ne. 1:47–49).                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Ammaron instructed Mormon regarding the sacred records (see Morm. 1).                                                                                                                                                              |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Mormon, an army general and spiritual leader, led his people to many victories over the Lamanites (see Morm. 2:1–3:16).                                                                                                            |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Mormon took possession of the sacred records at age 24 (see Morm. 1:2–4; Morm. 2:17).                                                                                                                                              |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Mormon compiled a short version of the approximately 1,000-year history of his people (see W of M 1:3–5, 9–11; Morm. 3:17–4:23).                                                                                                   |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
| Moro. 1–10           | 400                                | Nephites                                                                                                                                                                                                                             | Moroni exhorted all to come unto Christ and be perfected in Him (see Moro. 10).                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
| Moroni               |                                    | • Mormon led his people in their last battles. Mormon turned over the sacred records to his son Moroni and was killed. The Nephite nation was destroyed (see Morm. 5–8:6).                                                           |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | Lamanites                                                                                                                                                                                                                            |                                                                                                                    |                                    |
|                      |                                    |                                                                                                                                                                                                                                      |                                                                                                                    |                                    |
|                      |                                    | • Moroni finished the record of his father, abridged the Jaredite record, and wrote the book of Moroni. He hid the records (see Morm. 8–9; Moroni).                                                                                  |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+
|                      | 1823–1830                          | • Moroni appeared to the Prophet Joseph Smith and gave him the sacred records. They were translated by the gift and power of God and published to the world as the Book of Mormon (see Book of Mormon title page; JS—H 1).           |                                                                                                                    |                                    |
+----------------------+------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------+------------------------------------+

       Reference                   Principle
  ---- --------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1    Alma 1:25–30                We can experience continual peace even when there is great persecution.
  2    Alma 17:2–3                 Searching the scriptures and giving ourselves to much fasting and prayer invite the blessings of the Holy Ghost into our lives.
  3    Alma 17:11                  Being patient in afflictions sets a good example and allows us to be instruments in the Lord’s hands.
  4    Alma 17:25; Alma 18:17      Desiring to be of service to others is an important part of teaching them the gospel.
  5    Alma 18:9–10                When we serve others, we should serve with distinction.
  6    Alma 18:16, 34              We can teach with power only when filled with the Spirit of God.
  7    Alma 18:40–41; Alma 19:6    Those who believe and then repent and cry unto Him for mercy will be filled with light.
  8    Alma 19:36                  The Lord’s arm is extended to all people who will repent and believe on His name.
  9    Alma 3:19                   The condemnation of God comes upon us only as the result of our unwise choices.
  10   Alma 4:19; Alma 31:5        The preaching of the word of God can pull down the pride, craftiness, and contentions of people.
  11   Alma 5:7–9                  Our souls can be illuminated by the light of the everlasting word and loosed from the chains of hell.
  12   Alma 5:11–14                By faith in the living God and in the words of the prophets, we can have a mighty change of heart, receive His image in our countenance, and be born of God.
  13   Alma 5:21–25                We can be saved in the kingdom of God only by being cleansed from the stain of sin through the blood of Christ.
  14   Alma 5:33–60                We are the sheep of the Good Shepherd only as we hearken to His voice.
  15   Alma 5:61–62                As prophets often do, Alma spoke by way of command to Church members and by way of invitation to others.
  16   Alma 7:7–13                 The birth, ministry, atoning sacrifice, and Resurrection of Jesus Christ are of greatest importance.
  17   Alma 7:14–16                When we have faith in the Savior, are baptized unto repentance, washed from our sins and born again, lay aside the sins which easily beset us, and keep the commandments of God, we shall have eternal life.
  18   Alma 7:23                   A follower of Christ is humble, submissive, gentle, easy to be entreated, patient, long-suffering, temperate, diligent, prayerful, and thankful.
  19   Alma 9:23; Alma 24:30       Those who knowingly transgress against God are in a worse state than those who have no knowledge of Him.
  20   Alma 11:37–46; Alma 12:19   Teaching and bearing testimony of Christ, His Atonement, and His judgment can convict and even astonish people.
  21   Alma 12:9–11                The mysteries of God—the greater portion of His word—are given to us according to the heed and diligence we give to Him.
  22   Alma 12:30–32               God first revealed the plan of redemption; then He gave His commandments.
  23   Alma 13:1–13                God teaches us through those who are called after His holy priesthood so that by our faith, repentance, and righteousness, we can enter His rest.
  24   Alma 14:11; Alma 60:13      The Lord sometimes allows the wicked to destroy the righteous; the exercise of His judgment is just.
  25   Alma 15:3–11                The realization of guilt for our sins can cause great anguish of mind and body and can impel us to faith and repentance.
  26   Alma 24:27                  The Lord works in many ways to bring about the salvation of His people.
  27   Alma 26:11–12               Through the Lord’s strength we may bring about much righteousness.
  28   Alma 27:18                  Exceeding joy comes to the truly penitent and humble seeker of happiness.
  29   Alma 28:13–14               Sin is the cause of great inequality among humankind. Those who labor for the Lord help rectify this inequality.
  30   Alma 29:4–5                 God grants unto us according to our desires, whether they be unto good or evil.
  31   Alma 29:6–9                 We should desire to perform the specific work God has called us to do.
  32   Alma 30:40–44               All things denote there is a God.
  33   Alma 30:60                  The devil will not support his children at the last day.
  34   Alma 31:38                  The Lord gives strength to the righteous and their afflictions are swallowed up.
  35   Alma 32:13–16               Blessed are those who are compelled to be humble. More blessed are those who are humble because of the word of God.
  36   Alma 32:21                  Faith is not a perfect knowledge but a hope for true things which are not seen.
  37   Alma 32:27–43               A testimony comes from exercising faith in and experimenting with—obeying—the word of God.
  38   Alma 33                     Searching the scriptures, praying, and believing in the Son are ways to develop testimony.
  39   Alma 34:27–29               We are not only to pray for the poor but to visit them and impart of our substance.
  40   Alma 34:32–35               This life is the time to prepare to meet God.
  41   Alma 36:3                   Those who trust in God will be supported in their trials and troubles.
  42   Alma 36:17–19               By our repentance and the mercy of the Savior, we are freed from the pain of our sins and no longer distressed by their memory.
  43   Alma 37:6                   Small and simple things can bring about great things.
  44   Alma 37:37                  When we counsel with the Lord in all our doings, He will direct our paths.
  45   Alma 38:12                  When we bridle all our passions, we will be filled with love.
  46   Alma 39:13                  Those who have led others astray by their example are to return and admit their faults and wrongdoing.
  47   Alma 40:6, 11–14            Upon death all enter the spirit world—the righteous to paradise and the wicked to outer darkness.
  48   Alma 41:10                  Wickedness can never result in happiness.
  49   Alma 45–47                  Defending country, family, and church, preserving rights and freedoms, and supporting others in these ideals are justifiable reasons for war.
  50   Alma 48:14–16               We are not to give offense or to cause war but are justified in defending ourselves at the Lord’s command.
  51   Alma 53:8–9                 Enemies can gain control when there are internal dissensions and iniquity.
  52   Alma 60:23                  The inward vessel should be cleansed first, then the outer vessel.
  53   Hel. 4:24–26                When we sin, we lose the Spirit and become weak.
  54   Hel. 5:12                   When we build upon the rock of our Redeemer, no power can drag us down to the gulf of misery and endless woe.
  55   Hel. 15:3                   The Lord chastens those He loves.
  56   3 Ne. 7:15–22               Signs or miracles are not a sufficient basis of faith or conversion.
  57   3 Ne. 11:29                 The spirit of contention is of the devil.
  58   3 Ne. 12:1–2                Those with humility and faith who are baptized with water and receive the cleansing power of the Holy Ghost receive a remission of sins.
  59   3 Ne. 12:23–24              When we desire to come unto Christ, we must first be reconciled with others.
  60   3 Ne. 13:14–15              If we forgive others, God will forgive us.
  61   3 Ne. 13:19–21              Set your heart upon and seek those heavenly treasures that endure forever.
  62   3 Ne. 13:33                 Seek first the kingdom of God and His righteousness.
  63   3 Ne. 14:24–27              If we follow the teachings of Christ, we will not fall when the storms of life come.
  64   3 Ne. 18:32                 We are to continue to minister to the unrepentant.
  65   3 Ne. 26:6–10               If we believe the Book of Mormon, God will manifest even greater things to us.
  66   3 Ne. 27:10                 If the Church is called in the Lord’s name and built upon His gospel, the Father will show forth His works in it.
  67   4 Ne. 1:15–16               When the love of God dwells in the hearts of a people, there will be no divisions or evils but they will be children of Christ and heirs to the kingdom of God.
  68   Moro. 6:4                   Church members are to be nourished by the good word of God to keep them in the right way.
  69   Moro. 7:6–10                When we offer a gift grudgingly or without real intent, it is not counted unto us for righteousness.
  70   Moro. 7:16–17               Whatever invites us to do good and to love God is of God. Whatever invites us to do evil is of the devil.
  71   Moro. 7:40–48               Faith in Christ, hope, and charity are essential for salvation in the kingdom of God.
  72   Moro. 8:8–22                Little children are redeemed through the Atonement of Christ and do not need baptism.
  73   Moro. 10:3–5                When we read, remember the Lord’s mercy, ponder, and pray in faith about the Book of Mormon, the Holy Ghost will reveal the truth of it to us.
  74   Moro. 10:32–33              When we come unto Christ and are perfected in Him, deny ourselves of all ungodliness, and love God, His grace is sufficient to sanctify us.
