dirty_id,dirty_name,clean_id,clean_name,type,pattern
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556252,Beraiah BERAIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46615,Beraiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556254,Berechiah BERECHIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45661,Berechiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556264,Bernice BERNICE,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:42774,Bernice,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556277,Besai BESAI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49735,Besai,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556280,Besor BESOR,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18575,Besor,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556285,Betah BETAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460537,Betah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556296,s.v .,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:540134,s.v,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556386,Bethabara BETHABARA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:58822,Bethabara,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556406,Bethphage BETHPHAGE,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:43956,Bethphage,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556407,Bethsaida BETHSAIDA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:43438,Bethsaida,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556416,Bethul BETHUL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52008,Bethul,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556417,Bethulia BETHULIA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:473750,Bethulia,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556431,Beulah BEULAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51198,Beulah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556439,Bezalel BEZALEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:47162,Bezalel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556441,Bezek BEZEK,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460677,Bezek,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556444,Bezer BEZER,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46477,Bezer,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556481,Bichri BICHRI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:47861,Bichri,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556484,Bidkar BIDKAR,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:47766,Bidkar,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556485,Bigthan BIGTHAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:48707,Bigthan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556492,Bill BILL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:80302,Bill,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556496,Bilshan BILSHAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49688,Bilshan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556499,Binea BINEA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46634,Binea,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556511,Birsha BIRSHA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49935,Birsha,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556512,Birth BIRTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:30523,Birth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556540,Bithiah BITHIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46318,Bithiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556544,Bithynia BITHYNIA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:440878,Bithynia,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556547,Bitumen BITUMEN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:535671,Bitumen,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556563,Blasphemy BLASPHEMY,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:366671,Blasphemy,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556575,Blasting BLASTING,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:526502,Blasting,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556576,Blemish BLEMISH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:447131,Blemish,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556588,Blood BLOOD,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:43337,Blood,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556599,Boaz BOAZ,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:5783,Boaz,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556602,Bocheru BOCHERU,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46636,Bocheru,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556610,Bohan BOHAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51900,Bohan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556615,Bolt BOLT,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:526661,Bolt,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556638,Border BORDER,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:29777,Border,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556640,Bosor BOSOR,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460767,Bosor,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556641,Bosora BOSORA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:526768,Bosora,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556644,Botch BOTCH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:526649,Botch,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556646,Bottle BOTTLE,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:526860,Bottle,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556656,Box BOX,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:115359,Box,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556663,Bozez BOZEZ,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46988,Bozez,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556697,Breeches BREECHES,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:527022,Breeches,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556707,Brick BRICK,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460794,Brick,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556726,Brooch BROOCH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:527089,Brooch,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556727,Brook BROOK,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:260752,Brook,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556770,Bukki BUKKI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46420,Bukki,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556771,Bukkiah BUKKIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45948,Bukkiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556775,Bunah BUNAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45769,Bunah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556777,Bunni BUNNI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52667,Bunni,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556794,Bushel BUSHEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460816,Bushel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556795,Butler BUTLER,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329677,Butler,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556796,Butter BUTTER,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558489,Butter,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556797,Buz BUZ,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46395,Buz,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556798,Buzi BUZI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49210,Buzi,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556809,Kadmiel KADMIEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49712,Kadmiel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556820,Kallai KALLAI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52727,Kallai,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556821,Kamon KAMON,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:511743,Kamon,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556823,Kanah KANAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460848,Kanah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556830,Kartah KARTAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462715,Kartah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556836,Kedemah KEDEMAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45372,Kedemah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556837,Kedemoth KEDEMOTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460864,Kedemoth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556841,Kehelathah KEHELATHAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:460871,Kehelathah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556843,Keilah KEILAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46320,Keilah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556845,Kelaiah KELAIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49641,Kelaiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556847,Kemuel KEMUEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46178,Kemuel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556849,Kenan KENAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45295,Kenan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556858,Kenaz KENAZ,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45395,Kenaz,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556862,Kenizzites KENIZZITES,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462721,Kenizzites,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556875,Keros KEROS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49723,Keros,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556881,Kethibh KETHIBH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:463754,Kethibh,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556883,Keturah KETURAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45373,Keturah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556887,Keziah KEZIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:401836,Keziah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556889,Kibzaim KIBZAIM,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52079,Kibzaim,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556895,Kidron KIDRON,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:450630,Kidron,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556911,Kin KIN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:74277,Kin,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556918,Kinah KINAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462723,Kinah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556919,Kindness KINDNESS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:38825,Kindness,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557044,Kir KIR,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:47599,Kir,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557079,Kish KISH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:36333,Kish,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557082,Kishi KISHI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45663,Kishi,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557092,Kiss KISS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:447394,Kiss,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557103,Kittim KITTIM,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45306,Kittim,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557124,Koa KOA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49279,Koa,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557157,Koheleth KOHELETH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:458333,Koheleth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557158,Kolaiah KOLAIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51308,Kolaiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557189,Kushaiah KUSHAIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:458718,Kushaiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557198,Maadai MAADAI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:49669,Maadai,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557204,Maarath MAARATH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51962,Maarath,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557212,Maasmas MAASMAS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:527979,Maasmas,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557221,Demetrius i.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:524339,Demetrius I,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557233,Demetrius iii.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:651164,Demetrius III,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557260,Macron MACRON,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:452542,Macron,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557264,Madmannah MADMANNAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45821,Madmannah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557269,Madon MADON,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462732,Madon,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557276,Magdiel MAGDIEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45456,Magdiel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557395,Magnificat MAGNIFICAT,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:58093,Magnificat,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557415,Magus MAGUS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:528486,Magus,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557418,Mahanaim MAHANAIM,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46481,Mahanaim,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557434,Maharai MAHARAI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45497,Maharai,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557437,Mahazioth MAHAZIOTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45958,Mahazioth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557440,Mahlah MAHLAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51979,Mahlah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557444,Mahseiah MAHSEIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:527965,Mahseiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557446,Maiannas MAIANNAS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:528535,Maiannas,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557448,Makaz MAKAZ,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:461144,Makaz,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557488,Malchiel MALCHIEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46546,Malchiel,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557504,Mallothi MALLOTHI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45956,Mallothi,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557511,Mallus MALLUS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:519818,Mallus,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557514,Malobathron MALOBATHRON,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:556403,Malobathron,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557520,Mamnitanemus MAMNITANEMUS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:528676,Mamnitanemus,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557576,Maneh MANEH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:461191,Maneh,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557578,Manger MANGER,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:740663,Manger,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557581,Mani MANI,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:519395,Mani,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557583,Manius MANIUS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:528845,Manius,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557608,Manoah MANOAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52182,Manoah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557619,Mantle MANTLE,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:447568,Mantle,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557621,Maoch MAOCH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:47089,Maoch,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557623,Mara MARA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:54180,Mara,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557624,Marah MARAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:48821,Marah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557628,Maralah MARALAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462747,Maralah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557629,Maranatha MARANATHA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:447580,Maranatha,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557632,Marcus MARCUS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:169407,Marcus,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557637,Marisa MARISA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:262993,Marisa,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557683,Eloi Eloi,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:44349,Eloi,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557707,Marmoth MARMOTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:499365,Marmoth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557708,Maroth MAROTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:462748,Maroth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557830,Marsena MARSENA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:48693,Marsena,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557831,Martha MARTHA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26668,Martha,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557836,Mary MARY,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:437243,Mary,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557867,Maschil MASCHIL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:53632,Maschil,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557870,Mashal MASHAL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46472,Mashal,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557871,Masias MASIAS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:529230,Masias,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557874,Massa MASSA,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45366,Massa,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557884,Mattanah MATTANAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:53155,Mattanah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557893,Mattattah MATTATTAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:529302,Mattattah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557895,Matthan MATTHAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:44505,Matthan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557936,Justin Martyr’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:186506,Justin Martyr,people,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557944,Matthias MATTHIAS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26674,Matthias,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557950,Maul MAUL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:256960,Maul,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557974,Zarephath’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:60482,Zarephath,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557995,Mearah MEARAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:51872,Mearah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557996,Meconah MECONAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:529455,Meconah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:557999,Medan MEDAN,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:45376,Medan,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558141,Meekness MEEKNESS,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26720,Meekness,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558146,Megiddo MEGIDDO,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:46569,Megiddo,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558154,Megilloth MEGILLOTH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:451288,Megilloth,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558156,Mehujael MEHUJAEL,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:50381,Mehujael,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558161,Mekonah MEKONAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52709,Mekonah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558163,Melatiah MELATIAH,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:52758,Melatiah,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:558172,Melchizedek’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26676,Melchizedek,person,possessive
