dirty_id,dirty_name,clean_id,clean_name,type,pattern
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327169,“Hallamos,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:156401,Hallamos,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327285,“¿Creéis,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:12105,¿Creéis,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327352,‘naciones,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:167687,Naciones,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327362,“S. Mateo,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:326549,S. Mateo,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327402,‘Aquello,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14442,Aquello,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327449,“Ayúdanos,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18657,Ayúdanos,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327511,“Linaje de Abraham,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:16059,Linaje de Abraham,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327514,“Jahveh,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:58710,Jahveh,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327685,’ Jesús,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:9446,Jesús,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327732,“¿Otra,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:351336,¿Otra,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:327912,‘¿Ves,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:12284,¿Ves,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328091,“¡Fuera,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:16285,¡Fuera,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328130,“Iscariote,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15879,Iscariote,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328169,“Hijas de Jerusalén,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:16288,Hijas de Jerusalén,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328239,“Raboni,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:170725,Raboni,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328298,“Saulo,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15357,Saulo,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328518,“Escudriñe,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:297415,Escudriñe,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328543,“Guardar,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:9088,Guardar,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328589,“Utilice las Escrituras,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:363664,Utilice las Escrituras,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328679,“Amado Padre,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:164877,Amado Padre,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328685,‘Sigan,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:149461,Sigan,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328691,“President Gordon B. Hinckley,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:763659,President Gordon B. Hinckley,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328713,“Reminiscences,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:172994,Reminiscences,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328723,“Disfrutamos,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:312041,Disfrutamos,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328736,‘¡Cómo,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21991,¡Cómo,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328750,“Benjamin Franklin Johnson,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:189388,Benjamin Franklin Johnson,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328862,“Hermano Heber,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329759,Hermano Heber,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328960,“Joseph Smith as Translator,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:310326,Joseph Smith as Translator,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328964,“Letter VIII,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:423045,Letter VIII,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329002,“Sr. Smith,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329076,Sr. Smith,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329008,“Read,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:830825,Read,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329014,“Charles Anthon,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:54835,Charles Anthon,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329063,“Eight Witnesses,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:438509,Eight Witnesses,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329162,“Chief Anderson,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330501,Chief Anderson,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329189,“Mormonism,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:111847,Mormonism,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329198,“The Center Place,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:888852,the Center Place,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329228,“Amados,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:183907,Amados,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329246,“Sidney,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:38542,Sidney,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329268,“Orden Unida,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:13346,Orden Unida,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329371,“Joseph Smith and the 1834 D. P. Hurlbut Case,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330460,Joseph Smith and the 1834 D. P. Hurlbut Case,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329383,“Dear Brethren,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:586107,Dear Brethren,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329431,“Egyptian Antiquities,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329430,Egyptian Antiquities,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329504,“Grandison,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:244264,Grandison,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329507,“Grandison Newell’s Obsession,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:244298,Grandison Newell’s Obsession,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329578,“Emergence of Brigham Young,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:632893,Emergence of Brigham Young,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329614,“Oliver’s Joseph,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:244534,Oliver’s Joseph,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329764,“Tome,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19324,Tome,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329765,“Juez,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:10208,Juez,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329778,“Lecture,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250435,Lecture,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329806,“Albert Perry Rockwood Journal,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:244919,Albert Perry Rockwood Journal,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329826,“Walls,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:693636,Walls,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329828,“Joseph Smith in Northern Missouri,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330364,Joseph Smith in Northern Missouri,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329955,“Phelps,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14194,Phelps,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329998,Woman’s,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:43882,Woman,person,possessive
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330029,‘Haréis,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18598,Haréis,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330038,“Boggs,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:76140,Boggs,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330042,” Jeffersonian Republican,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330036,Jeffersonian Republican,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330049,“Governor Boggs,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330035,Governor Boggs,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330050,” Nauvoo Neighbor,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330133,Nauvoo Neighbor,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330088,“Hermano Brigham,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331136,Hermano Brigham,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330165,“Record,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:246645,Record,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330167,“Record,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:389372,Record,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330169,“Record of Doings,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330168,Record of Doings,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330184,“Proclamation,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:245146,Proclamation,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330214,“Estoy,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:150293,Estoy,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330237,“Edwin Rushton,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:245885,Edwin Rushton,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330244,“Dan Jones,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:133591,Dan Jones,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330246,“Relato,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:171187,Relato,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330287,“Sidney Rigdon,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26915,Sidney Rigdon,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330288,“Queridos,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:150268,Queridos,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330296,“Speech,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:223417,Speech,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330425,William M.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330378,William M,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330507,New Views of Mormon History:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:335671,New Views of Mormon History,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330637,“Transforming Swampland,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329870,Transforming Swampland,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330683,“John Needham’s Nauvoo Letter,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:245237,John Needham’s Nauvoo Letter,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330785,“Emplee,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:13674,Emplee,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330823,“S. Brannan’s Letter,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:247345,S. Brannan’s Letter,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330832,"General Church Minutes,",4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329847,General Church Minutes,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330936,“Reuben Miller,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:86772,Reuben Miller,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330955,“Life Review,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330508,Life Review,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330980,“Cannon,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:84758,Cannon,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:330989,“Hansen,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:143381,Hansen,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331010,“estaré,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:381483,Estaré,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331019,“Thomas L. Kane,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:93668,Thomas L. Kane,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331080,“Scandinavian Mission,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:253746,Scandinavian Mission,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331117,“Jesse Haven,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248119,Jesse Haven,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331149,“Walker,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:160648,Walker,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331152,“Cause and Origin of the Walker War,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:253501,Cause and Origin of the Walker War,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331160,“Busby,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248338,Busby,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331172,“Minutes,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:184792,Minutes,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331175,“Recollections,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:83581,Recollections,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331177,“Smith,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:39677,Smith,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331192,“Palawai Pioneers,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248412,Palawai Pioneers,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331193,“Hammond,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:127424,Hammond,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331227,“Olsen,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:98868,Olsen,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331257,“Leadership,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:281807,Leadership,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331270,“Weather,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:499874,Weather,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331297,“Todos,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:9731,Todos,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331298,“Dígale,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:336577,Dígale,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331306,“Cuiden,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:822774,Cuiden,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331322,“Eastern Mail,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248811,Eastern Mail,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331323,“Expedition against Utah,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331320,Expedition against Utah,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331409,“Lee’s Confession,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:248947,Lee’s Confession,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331553,“Mechanics’ Dramatic Association,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:249455,Mechanics’ Dramatic Association,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331596,“Walter Murray Gibson,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:249590,Walter Murray Gibson,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331615,“Family Life,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331621,Family Life,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331616,“Aunt Clara Decker,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:249675,Aunt Clara Decker,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331626,“George Catlin,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:249696,George Catlin,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331648,“Rachel R. Grant,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:249781,Rachel R. Grant,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331675,“Dejaré,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21066,Dejaré,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331702,“Llame,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17137,Llame,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331839,“Living Martyr,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333254,Living Martyr,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331849,“Ignoro,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:11596,Ignoro,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331878,“Samuel D. Chambers,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250544,Samuel D. Chambers,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331879,“Leggroan,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250545,Leggroan,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331930,“R. S. Reports,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250658,R. S. Reports,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332013,“Elder J.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:662777,Elder J.,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332017,“Joseph Standing Murder Case,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250893,Joseph Standing Murder Case,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332029,“Plotino C. Rhodakanaty,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250929,Plotino C. Rhodakanaty,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332102,“Rudger Clawson,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:84580,Rudger Clawson,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332121,“Cox,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:78805,Cox,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332206,“Grant’s Watershed,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:251403,Grant’s Watershed,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332210,“Ferguson,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:189217,Ferguson,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332234,Pago Pago,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:155783,Pago,person,duplicated_word
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332281,“Homespun,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:246398,Homespun,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332292,“Susa Young Gates and the Cultural Work of Home Literature,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333200,Susa Young Gates and the Cultural Work of Home Literature,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332340,“Liberated,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:608532,LIBERATED,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332356,“Woman’s Exponent,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:162517,Woman’s Exponent,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332377,“Anthon H. Lund,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254415,Anthon H. Lund,place,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332384,“Mormon ‘Widow’ in Colorado,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333240,Mormon ‘Widow’ in Colorado,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332388,“Iosepa,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:328796,Iosepa,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332734,Harvey H.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:640960,Harvey H,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332735,BHI.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332625,BHI,place,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332740,Congressional Record:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:335224,Congressional Record,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332777,“Meliton Gonzalez Trejo:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332832,Meliton Gonzalez Trejo:,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332832,Meliton Gonzalez Trejo:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250526,Meliton Gonzalez Trejo,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332845,Gospel Standards:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:152200,Gospel Standards,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332891,“George Washington Hill,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:250398,George Washington Hill,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332905,“Cyrus,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26028,Cyrus,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332999,BHI.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:329946,BHI,people,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333007,“Henry W. Lawrence,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:251964,Henry W. Lawrence,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333031,David K.,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:765948,David K,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333036,Exhibiting Mormonism:,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:332577,Exhibiting Mormonism,person,trailing_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333142,“David H. Smith in Utah,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:331689,David H. Smith in Utah,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333324,“Professional and Business Opportunities for Women,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254189,Professional and Business Opportunities for Women,people,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333340,“Jarman,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254258,Jarman,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333346,“William Jarman,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254255,William Jarman,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333382,“Albert Edward Jarman,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254417,Albert Edward Jarman,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333384,“Albert Edward Jarman Meets with His Father,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333380,Albert Edward Jarman Meets with His Father,person,leading_quote
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:333534,“Mormon Migration and Settlement,4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:254882,Mormon Migration and Settlement,people,leading_quote
