name,cat,reason,degree,fam,cooc,mentions
John P. âThe Historical,1,clean,198,0,88,11
Zec 6:14,1,clean,210,0,91,2
Alexander the,1,clean,0,0,0,0
Zelig Aster,1,clean,85,0,36,3
Kimika Blake,1,clean,21,0,12,1
Jeremiah 49:12,1,clean,43,0,18,4
Luke 9:47,3,scripture_ref,63,0,25,27
Gazella,1,clean,80,0,19,9
Severin Adoupoh Niangui,1,clean,109,0,35,2
Soldier,1,clean,53,0,17,7
Jessica M. The Many,1,clean,112,0,46,1
Joseph] Smith,1,clean,746,0,263,54
Daniel Webster Kurtz,1,clean,143,0,48,3
Judá y Leví,1,clean,24,0,10,1
Gloria Hernández de Abzuela,1,clean,25,0,12,1
“Charles Anthon,5,starts_nonword,122,0,85,5
rogó Jairo,1,clean,31,0,18,1
Lea D. y C. 135:3,1,clean,45,0,16,5
Bailey Jacobs,1,clean,46,0,16,1
F. X. de,1,clean,199,0,78,1
Verse 13,1,clean,21,0,4,2
Samuel K. Gifford,1,clean,82,0,16,2
Infant Baptism.--The Latter-day,1,clean,49,0,18,1
Jane Porter Reed,1,clean,101,0,34,1
Societies,1,clean,300,0,75,7
Carl B. PrattDe,1,clean,21,0,11,1
A Cobb,1,clean,48,0,24,1
Colin Wilson,1,clean,61,0,21,1
Oliver Phelps,1,clean,33,0,6,1
Lahan,1,clean,98,0,51,26
TG Leprosy,1,clean,552,0,206,178
Prescott Midvale,1,clean,7,0,3,1
Kraft</em,1,clean,11,0,4,1
