name,cat,reason,degree,fam,cooc,mentions
128:19–22 ###,3,short_scripture,55,0,46,1
## Japhleti #,5,starts_nonword,1,0,0,1
## Learn and Apply Take,5,starts_nonword,14,0,10,1
## Primogeniture #,5,starts_nonword,0,0,0,0
ninety-five feet,1,clean,99,0,84,2
## Activity Think,5,starts_nonword,10,0,4,1
an additional hundred thousand,1,clean,19,0,13,1
## Hizkiah ###,5,starts_nonword,120,0,56,1
9:2) c1 Creatures,1,clean,32,0,18,1
## 7,5,starts_nonword,184,0,141,5
"over $8,000",1,clean,26,0,14,1
## Crispus Curled,5,starts_nonword,68,0,52,1
## Gaddi,5,starts_nonword,92,0,27,1
### Examine,5,starts_nonword,24,0,16,2
4½ inches,1,clean,26,0,21,1
about 200 yards,1,clean,277,0,160,8
## Strain ###,5,starts_nonword,0,0,0,0
## Pick a Topic,5,starts_nonword,16,0,11,1
## Theatre THEATRE,5,starts_nonword,68,0,39,1
31:30,5,numeric_only,11,0,7,1
1]]⁷ ##,1,clean,67,0,35,1
16:10 ###,3,short_scripture,86,0,54,2
## River ###,5,starts_nonword,72,0,39,0
## Guard,5,starts_nonword,93,0,65,2
twelve stewards,1,clean,1,0,0,1
## Needle,5,starts_nonword,62,0,36,1
some 300 ft.,1,clean,1,0,0,1
## Unno #,5,starts_nonword,55,0,37,1
## Zilpah ###,5,starts_nonword,76,0,30,1
## Stations Stations,5,starts_nonword,18,0,12,1
## Amphipolis #,5,starts_nonword,34,0,0,1
## Kir,5,starts_nonword,280,0,171,3
5:14,5,numeric_only,421,0,259,7
## Lozon LOZON,5,starts_nonword,61,0,40,1
## Nophah,5,starts_nonword,27,0,6,1
## 34.4 Confidentiality of Tithing,5,starts_nonword,25,0,23,1
about four miles N.,1,clean,54,0,39,1
20:1–25 ###,3,short_scripture,67,0,49,1
9:21-24.303,5,numeric_only,89,0,73,1
## Conclusion Over,5,starts_nonword,25,0,14,1
sixty-five dollars,1,clean,13,0,10,1
## Aramitess ARAMITESS,5,starts_nonword,94,0,50,1
11½ x 16½ cm,1,clean,7,0,6,1
four pounds,1,clean,119,0,86,4
## Ezbai,5,starts_nonword,83,0,56,1
## Unno UNNO,5,starts_nonword,45,0,27,1
## Summary #,5,starts_nonword,19,0,13,1
About 86 miles,1,clean,85,0,63,1
## Resheph #,5,starts_nonword,101,0,65,1
## Razor,5,starts_nonword,62,0,23,1
5th 6th cent,1,clean,45,0,35,1
20:15 f.,3,short_scripture,44,0,31,1
79-mile,1,clean,30,0,22,1
ten thousand pounds,1,clean,133,0,82,3
68–69 doctrine,3,short_scripture,60,0,33,1
# Zambia #,5,starts_nonword,28,0,23,1
## Boanerges ### Boanerges,5,starts_nonword,1,0,0,1
## Rizpah RIZPAH,5,starts_nonword,73,0,34,1
four or five dollars,1,clean,109,0,42,2
## Executioner,5,starts_nonword,68,0,46,1
nearly 900 feet,1,clean,52,0,42,1
31:1,5,numeric_only,62,0,43,1
23.4.1 ##,1,clean,62,0,43,1
### Vision,5,starts_nonword,64,0,43,2
## Zimri,5,starts_nonword,243,0,124,2
"4,976.05",1,clean,45,0,22,1
Nicomedia.--Some degree,1,clean,11,0,7,1
## Allusive Scriptures,5,starts_nonword,38,0,29,1
## Complete #,5,starts_nonword,1,0,0,1
Omni 1:5–7,3,scripture_ref,30,0,16,1
## Ha ###,5,starts_nonword,55,0,36,1
eighty barrelsânine tonsâand,1,clean,46,0,38,1
## Beam Occurs,5,starts_nonword,52,0,35,1
966] II,1,clean,43,0,23,1
## Humiliation of Christ ### Humiliation,5,starts_nonword,48,0,25,1
## Wheel,5,starts_nonword,62,0,46,1
## Achor Trouble,5,starts_nonword,69,0,27,1
twenty-one dollars,1,clean,73,0,38,2
## Modern Questions,5,starts_nonword,36,0,31,1
## Grasp ###,5,starts_nonword,1,0,0,1
14–15 ###,3,short_scripture,154,0,111,5
### Repent,5,starts_nonword,35,0,22,1
thousand-dollar,4,single_lowercase,49,0,38,1
## Continuing Witness,5,starts_nonword,26,0,18,1
## Shachia,5,starts_nonword,161,0,92,2
1Ti 3:16,1,clean,66,0,48,1
## Iddo,5,starts_nonword,121,0,63,1
3.5.7 ###,1,clean,16,0,12,1
9¼ miles,1,clean,21,0,10,1
20:32–33 ###,3,short_scripture,54,0,34,1
four or five acres,1,clean,19,0,15,1
## Cupboard CUPBOARD,5,starts_nonword,56,0,39,1
23]Andreasen,1,clean,80,0,56,1
# Accelerate,5,starts_nonword,3,0,0,1
## Council,5,starts_nonword,0,0,0,0
## Ethiopic Language,5,starts_nonword,1,0,0,1
## Lasciviousness ###,5,starts_nonword,35,0,19,1
## Heel ### Heel hel,5,starts_nonword,40,0,22,1
119–21 shi,3,short_scripture,66,0,51,1
## Hosea,5,starts_nonword,42,0,22,1
## Bealiah BEALIAH,5,starts_nonword,125,0,78,1
## Blessedness BLESSEDNESS,5,starts_nonword,85,0,57,1
## Heldai ###,5,starts_nonword,53,0,30,1
15:4 [= Galatians 2:1,1,clean,99,0,88,1
## Hukkok ###,5,starts_nonword,60,0,38,1
## Suitable,5,starts_nonword,31,0,20,1
## Mikloth,5,starts_nonword,70,0,16,1
9:11,5,numeric_only,137,0,107,6
## Crane,5,starts_nonword,41,0,28,1
211–213 Section 2 ##,1,clean,51,0,39,1
## Cozbi,5,starts_nonword,175,0,91,2
"one 14,300 feet",1,clean,77,0,47,1
9.79,5,numeric_only,108,0,42,1
"6,400 km).</p",1,clean,39,0,30,1
1Ch 2:51,1,clean,137,0,64,2
## Assumption,5,starts_nonword,73,0,36,1
## Geron #,5,starts_nonword,1,0,0,1
20] ## Pride,1,clean,29,0,18,1
## Fellowship,5,starts_nonword,102,0,63,1
## Gebim ###,5,starts_nonword,1,0,0,1
## Gangrene,5,starts_nonword,1,0,0,1
## Resources,5,starts_nonword,10,0,5,1
## Parcel #,5,starts_nonword,1,0,0,1
## Eliasib #,5,starts_nonword,1,0,0,1
571.2 grams,1,clean,41,0,34,1
about 11 hundred miles,1,clean,37,0,29,1
24:60,5,numeric_only,183,0,105,4
two hundred dollar,1,clean,80,0,56,2
