entity_id,name,entity_type,reason
5,Luke 9:13,person,scripture_ref
6,Mark 8:5,person,scripture_ref
7,Luke 11:5,person,scripture_ref
14,Rev. 9:3,period,scripture_ref
19,Luke 9:38.,person,scripture_ref
20,Titus 2:13,concept,scripture_ref
21,Jude 1:21,concept,scripture_ref
23,D&C 88:111,people,scripture_ref
26,Luke 12:36,person,scripture_ref
31,John 13:13,person,scripture_ref
35,24:10. day,period,measurement
36,20:2. day,period,measurement
42,Luke 14:34,person,scripture_ref
43,Luke 15:8,person,scripture_ref
44,John 18:9,person,scripture_ref
46,Alma 16:8,person,scripture_ref
47,D&C 58:28,people,scripture_ref
61,Mosiah 23:15,people,scripture_ref
62,Luke 11:42,person,scripture_ref
63,feast,person,lowercase_token
68,Alma 32:8,person,scripture_ref
69,Alma 37:33,person,scripture_ref
70,D&C 32:1,people,scripture_ref
74,D&C 103:27–28,people,scripture_ref
82,Alma 11:24.,person,scripture_ref
94,John 8:55,person,scripture_ref
97,Alma 1:17,person,scripture_ref
105,Luke 6:11,person,scripture_ref
115,Luke 12:11.,person,scripture_ref
126,|March 1,period,leading_punct
136,John 18:30,person,scripture_ref
142,Titus 3:3,concept,scripture_ref
148,John 9:2,person,scripture_ref
152,D&C 20:20,people,scripture_ref
158,Alma 1:4,period,scripture_ref
159,overcometh,people,lowercase_token
161,trusteth,person,lowercase_token
163,John 7:46,person,scripture_ref
171,Song 7:13,person,scripture_ref
174,John 1:31,person,scripture_ref
175,John 14:21.,person,scripture_ref
176,hid,person,lowercase_token
191,commandments,person,lowercase_token
203,Mark 10:7,concept,scripture_ref
210,Luke 20:34,person,scripture_ref
212,John 2:1,period,scripture_ref
215,John 16:21,person,scripture_ref
216,Alma 56:47,person,scripture_ref
230,D&C 19:25,people,scripture_ref
231,Ruth 4:13,person,scripture_ref
232,Ezra 10:2,person,scripture_ref
233,Hosea 1:2.,person,scripture_ref
234,Luke 17:32,person,scripture_ref
243,Luke 11:50,person,scripture_ref
248,John 7:15,person,scripture_ref
252,herein,person,lowercase_token
253,John 9:30,person,scripture_ref
254,D&C 4:1,people,scripture_ref
261,John 11:28,person,scripture_ref
269,Alma 41:12,person,scripture_ref
277,workman,person,lowercase_token
283,Luke 21:14,person,scripture_ref
290,bear,person,lowercase_token
291,Mark 14:13,person,scripture_ref
292,John 11:20.,person,scripture_ref
293,Alma 5:28,person,scripture_ref
294,D&C 45:45,people,scripture_ref
295,John 11:20,person,scripture_ref
301,23:27. seventh day,period,measurement
303,11:26. first day,period,measurement
311,|Sarah Brown Woodruff,person,leading_punct
322,2:5. days,period,measurement
323,evils,person,lowercase_token
329,Jonah 4:2,person,scripture_ref
331,Alma 29:10,person,scripture_ref
332,Alma 42:25. son,person,scripture_ref
341,thorn,person,lowercase_token
357,midwife,person,lowercase_token
363,cry,person,lowercase_token
366,Luke 9:43,person,scripture_ref
367,Luke 24:19.,person,scripture_ref
368,weak,person,lowercase_token
376,barley,person,lowercase_token
390,D&C 102:23,people,scripture_ref
391,veil,person,lowercase_token
396,John 17:10,person,scripture_ref
397,Titus 1:4,concept,scripture_ref
413,John 10:12–13,person,scripture_ref
414,Mosiah 2:10–19,person,scripture_ref
427,Luke 23:8,person,scripture_ref
428,John 6:2,person,scripture_ref
429,John 12:37.,person,scripture_ref
447,Alma 42:11,person,scripture_ref
450,James 5:1,person,scripture_ref
451,shrink,person,lowercase_token
452,sinner,person,lowercase_token
461,stone,people,lowercase_token
470,Jonah 3:2,person,scripture_ref
471,Luke 9:2,person,scripture_ref
475,D&C 33:8,people,scripture_ref
485,wrath,person,lowercase_token
489,Mark 10:34,person,scripture_ref
491,Luke 14:29,person,scripture_ref
492,Luke 23:11,person,scripture_ref
498,Luke 8:6,person,scripture_ref
499,Jacob 5:18,person,scripture_ref
505,John 2:14,person,scripture_ref
509,Mark 12:41,person,scripture_ref
510,Luke 22:5.,person,scripture_ref
511,vineyard,person,lowercase_token
522,Song 6:10,concept,scripture_ref
537,mayest,people,lowercase_token
538,|Smithfield,people,leading_punct
552,hospitality,person,lowercase_token
557,Mosiah 12:21,person,scripture_ref
558,stone,person,lowercase_token
563,D&C 42:45,people,scripture_ref
564,14:39. days,period,measurement
565,51:11. days,period,measurement
567,Luke 7:32,person,scripture_ref
568,98:9. day,period,measurement
587,multitude,person,lowercase_token
592,Luke 23:19,person,scripture_ref
593,murderers,person,lowercase_token
594,stirreth,person,lowercase_token
600,John 6:41,person,scripture_ref
601,John 6:43,person,scripture_ref
618,Mark 15:23,person,scripture_ref
620,interpreters,person,lowercase_token
633,suffer,person,lowercase_token
639,Nahum 3:5,people,scripture_ref
643,nations,people,lowercase_token
644,John 14:26.,person,scripture_ref
645,John 17:26.,person,scripture_ref
648,D&C 18:27,people,scripture_ref
651,treasury,people,lowercase_token
654,John 12:28.,person,scripture_ref
663,John 11:51,person,scripture_ref
664,Mosiah 3:13,period,scripture_ref
665,D&C 42:58,people,scripture_ref
671,"|May 28, 1907",period,leading_punct
681,stiffen,person,lowercase_token
693,|Sarah Emma Woodruff,person,leading_punct
696,Luke 14:12.,person,scripture_ref
710,145:18. day,period,measurement
711,transformeth,person,lowercase_token
712,Alma 13:21,person,scripture_ref
713,1:12. hour,period,measurement
716,Luke 12:20,person,scripture_ref
717,John 11:10.,person,scripture_ref
718,John 13:30,person,scripture_ref
719,16:9. day,period,measurement
731,Luke 19:12,person,scripture_ref
732,John 4:46,person,scripture_ref
736,Luke 1:65.,person,scripture_ref
748,James 5:5,person,scripture_ref
749,Alma 32:37,person,scripture_ref
759,Alma 44:8,person,scripture_ref
760,Alma 50:39,person,scripture_ref
761,Alma 53:14,person,scripture_ref
784,Mark 10:20,person,scripture_ref
794,John 16:1,person,scripture_ref
795,Alma 48:14.,person,scripture_ref
798,Luke 5:14,person,scripture_ref
801,bullock,person,lowercase_token
802,Luke 21:4,person,scripture_ref
809,Alma 13:18.,person,scripture_ref
810,preside,person,lowercase_token
821,Mark 14:3,concept,scripture_ref
825,John 21:18,person,scripture_ref
827,Titus 2:2,concept,scripture_ref
839,Luke 5:39,person,scripture_ref
840,John 3:4,person,scripture_ref
842,idol,person,lowercase_token
850,Luke 19:29,person,scripture_ref
851,Mark 13:3,concept,scripture_ref
858,Mark 10:8,person,scripture_ref
862,Mark 7:35,person,scripture_ref
863,Luke 13:25. heart burn,person,scripture_ref
864,Luke 24:45,person,scripture_ref
868,John 7:10,person,scripture_ref
874,James 1:3.,person,scripture_ref
875,punishment,person,lowercase_token
876,Alma 42:16.,person,scripture_ref
886,D&C 77:11,people,scripture_ref
892,Alma 41:2.,person,scripture_ref
896,D&C 132:8.,people,scripture_ref
900,resisteth,person,lowercase_token
901,Alma 13:8,person,scripture_ref
902,house,people,lowercase_token
914,Jacob 2:34,person,scripture_ref
925,D&C 64:2,people,scripture_ref
940,45x65 feet,object,measurement
945,Luke 14:19.,person,scripture_ref
949,groaneth,person,lowercase_token
950,wish,person,lowercase_token
951,Alma 31:30,person,scripture_ref
959,22x45 feet,object,measurement
964,Mark 2:3,person,scripture_ref
965,Luke 5:18,person,scripture_ref
974,Mark 4:13,person,scripture_ref
978,Luke 16:19–31,person,scripture_ref
988,John 13:8,person,scripture_ref
989,prophecies,people,lowercase_token
996,laboureth,person,lowercase_token
999,broken,person,lowercase_token
1000,Luke 10:31,person,scripture_ref
1001,Luke 16:17.,person,scripture_ref
1007,Alma 50:30,person,scripture_ref
1009,Luke 23:54,person,scripture_ref
1012,Luke 22:1,person,scripture_ref
1013,Mark 14:12,person,scripture_ref
1014,22:1. day,period,measurement
1015,John 1:36,person,scripture_ref
1016,John 6:4,person,scripture_ref
1017,John 18:39,person,scripture_ref
1028,Mark 1:3,concept,scripture_ref
1032,Luke 21:19,person,scripture_ref
1034,Mosiah 3:19,period,scripture_ref
1035,submit,person,lowercase_token
1049,candlestick,person,lowercase_token
1065,Alma 13:18,person,scripture_ref
1068,Alma 51:1,person,scripture_ref
1073,wearing,person,lowercase_token
1087,Alma 27:30,person,scripture_ref
1088,Alma 31:18,person,scripture_ref
1092,Alma 40:1,person,scripture_ref
1093,Alma 43:48,person,scripture_ref
1103,Luke 6:40,person,scripture_ref
1104,Luke 8:14.,person,scripture_ref
1106,James 1:4,person,scripture_ref
1107,Alma 32:26,person,scripture_ref
1108,Alma 50:37,person,scripture_ref
1109,brighter,person,lowercase_token
1117,Alma 30:23,person,scripture_ref
1127,26:31. day,period,measurement
1136,Joel 1:18,person,scripture_ref
1139,Alma 14:9,people,scripture_ref
1141,proclaim,person,lowercase_token
1143,satin,person,lowercase_token
1145,|Nauvoo,place,leading_punct
1157,Alma 31:11,person,scripture_ref
1163,Mosiah 4:16,person,scripture_ref
1176,Luke 5:31,person,scripture_ref
1177,Mark 5:26,person,scripture_ref
1182,Luke 14:18.,person,scripture_ref
1185,|March 22,period,leading_punct
1193,church,person,lowercase_token
1196,The year 1843,period,measurement
1206,John 8:37,person,scripture_ref
1209,treadeth,person,lowercase_token
1218,thick,person,lowercase_token
1219,Mark 3:10,person,scripture_ref
1224,string,person,lowercase_token
1225,John 10:24,person,scripture_ref
1228,Alma 12:33,person,scripture_ref
1232,Jacob 5:21,person,scripture_ref
1233,Alma 32:36,person,scripture_ref
1237,Jacob 1:1–2,person,scripture_ref
1238,D&C 10:41,people,scripture_ref
1239,Jacob 4:2.,person,scripture_ref
1250,Alma 55:13,person,scripture_ref
1265,tools,person,lowercase_token
1268,the year 439,period,measurement
1269,Mark 5:4,person,scripture_ref
1271,rebellious,person,lowercase_token
1274,John 4:47.,person,scripture_ref
1279,Ps. 140:3,people,scripture_ref
1284,Alma 26:17,person,scripture_ref
1296,John 5:2,person,scripture_ref
1297,John 5:7,person,scripture_ref
1302,Mosiah 4:2.,person,scripture_ref
1303,Luke 16:20,person,scripture_ref
1306,Mark 14:5,concept,scripture_ref
1307,John 12:5,person,scripture_ref
1308,Mark 14:7,person,scripture_ref
1312,rob,person,lowercase_token
1313,poorest,person,lowercase_token
1314,Jacob 5:23,person,scripture_ref
1315,Mosiah 4:19,period,scripture_ref
1321,John 10:23.,person,scripture_ref
1325,Luke 12:42. lord,person,scripture_ref
1326,Alma 27:24,person,scripture_ref
1333,|Sioux City,place,leading_punct
1342,Mark 7:8,person,scripture_ref
1348,|Joseph Woodruff,person,leading_punct
1351,John 10:18.,person,scripture_ref
1353,exerciseth,person,lowercase_token
1357,Luke 19:37,person,scripture_ref
1362,Alma 27:7,person,scripture_ref
1363,Mark 6:46,person,scripture_ref
1364,Mark 11:25,person,scripture_ref
1365,Mark 13:33.,person,scripture_ref
1366,Luke 2:37,person,scripture_ref
1369,John 17:9,person,scripture_ref
1370,James 5:14.,person,scripture_ref
1375,Alma 34:19,person,scripture_ref
1376,Alma 38:13,person,scripture_ref
1377,prayeth,person,lowercase_token
1383,preacher,person,lowercase_token
1388,Mark 6:12,person,scripture_ref
1389,Alma 29:13,person,scripture_ref
1390,priest,people,lowercase_token
1418,John 19:14.,person,scripture_ref
1420,Alma 42:10,person,scripture_ref
1425,Mark 10:40,person,scripture_ref
1426,servant,person,lowercase_token
1427,labor,person,lowercase_token
1428,Alma 34:3.,person,scripture_ref
1433,John 14:25,person,scripture_ref
1441,"the 6th day of April, 1841",period,measurement
1442,Luke 17:33,person,scripture_ref
1443,preserving,person,lowercase_token
1444,Alma 46:24.,person,scripture_ref
1456,16:18. day,period,measurement
1458,Jacob 2:16,person,scripture_ref
1463,Alma 25:4–12,person,scripture_ref
1470,Mosiah 6:3,person,scripture_ref
1471,Alma 15:13,person,scripture_ref
1476,Mark 11:28.,person,scripture_ref
1477,declare,people,lowercase_token
1487,John 20:23,person,scripture_ref
1505,ordain,person,lowercase_token
1524,prison,person,lowercase_token
1525,Luke 3:20,person,scripture_ref
1526,Luke 21:12,person,scripture_ref
1527,John 3:24.,person,scripture_ref
1538,D&C 19:28,people,scripture_ref
1540,Mark 6:32,person,scripture_ref
1554,D&C 30:9,people,scripture_ref
1555,Alma 5:31,person,scripture_ref
1564,circumcision,person,lowercase_token
1565,word,person,lowercase_token
1567,Alma 4:10,person,scripture_ref
1568,Alma 60:30,person,scripture_ref
1569,church,people,lowercase_token
1573,28:16. days,period,measurement
1583,serveth,person,lowercase_token
1584,Alma 45:9,person,scripture_ref
1597,Luke 13:33,person,scripture_ref
1598,Alma 37:30,person,scripture_ref
1616,Mosiah 13:2–8,period,scripture_ref
1620,Alma 27:12,person,scripture_ref
1624,John 6:6,person,scripture_ref
1631,John 16:25,person,scripture_ref
1633,249; miles,object,measurement
1638,|Beulah Augusta Woodruff,person,leading_punct
1640,Alma 12:36,period,scripture_ref
1656,D&C 134:8,people,scripture_ref
1660,Luke 15:1,person,scripture_ref
1669,Alma 4:19.,person,scripture_ref
1676,smiteth,person,lowercase_token
1677,repayeth,person,lowercase_token
1678,Alma 30:10,person,scripture_ref
1684,purge,person,lowercase_token
1689,John 2:6,person,scripture_ref
1690,John 11:55,person,scripture_ref
1700,Luke 16:19,person,scripture_ref
1705,Alma 37:2–19,people,scripture_ref
1720,Mark 6:19,person,scripture_ref
1726,quench,person,lowercase_token
1732,Luke 20:40,person,scripture_ref
1745,quicken,person,lowercase_token
1776,Luke 23:39,person,scripture_ref
1785,ground,person,lowercase_token
1790,Rev. 4:3,period,scripture_ref
1793,Luke 20:37.,person,scripture_ref
1797,rams,person,lowercase_token
1799,answereth,person,lowercase_token
1804,ravens,people,lowercase_token
1810,Luke 4:16,person,scripture_ref
1817,Mark 14:38,person,scripture_ref
1819,John 7:6,person,scripture_ref
1823,|Aphek Woodruff,person,leading_punct
1825,John 4:38,person,scripture_ref
1826,Alma 32:43,person,scripture_ref
1829,Ruth 2:3,person,scripture_ref
1832,John 2:20,person,scripture_ref
1835,Mark 2:8,person,scripture_ref
1836,Luke 5:22,period,scripture_ref
1842,Ezra 4:19,person,scripture_ref
1852,Titus 1:13,concept,scripture_ref
1854,Rev. 3:19,period,scripture_ref
1855,D&C 42:92,people,scripture_ref
1860,Luke 16:9.,person,scripture_ref
1864,Luke 16:25,person,scripture_ref
1866,John 3:27,person,scripture_ref
1867,John 14:17,person,scripture_ref
1874,Alma 34:30,person,scripture_ref
1878,baptized,person,lowercase_token
1882,D&C 130:4,people,scripture_ref
1887,Omni 1:9,people,scripture_ref
1888,Omni 1:17,concept,scripture_ref
1889,D&C 85:1,people,scripture_ref
1895,John 8:13,person,scripture_ref
1904,62:12. year,period,measurement
1907,Luke 2:38,person,scripture_ref
1913,Luke 7:24,person,scripture_ref
1921,circles,place,lowercase_token
1942,regulating,person,lowercase_token
1960,Mosiah 27:30,person,scripture_ref
1969,Luke 1:47,person,scripture_ref
1970,Ether 9:21–22,person,scripture_ref
1983,Alma 24:25,person,scripture_ref
1984,Alma 26:28,person,scripture_ref
1985,Alma 27:9,person,scripture_ref
1998,Jacob 3:9,period,scripture_ref
2006,wrestle,person,lowercase_token
2007,D&C 55:2,people,scripture_ref
2020,Luke 22:42.,person,scripture_ref
2022,Luke 5:36,person,scripture_ref
2039,the year A. D. 63,period,measurement
2135,Jonah 3:10,person,scripture_ref
2136,Luke 17:4,person,scripture_ref
2141,D&C 16:6,people,scripture_ref
2153,Luke 11:45,person,scripture_ref
2158,Alma 61:14,person,scripture_ref
2159,D&C 84:87,people,scripture_ref
2167,Luke 11:50.,person,scripture_ref
2168,Luke 19:23,person,scripture_ref
2169,Luke 23:24,person,scripture_ref
2170,priest,person,lowercase_token
2171,D&C 97:12,people,scripture_ref
2180,inheritance,person,lowercase_token
2183,Alma 30:46,person,scripture_ref
2198,Luke 23:56,person,scripture_ref
2208,blindness,person,lowercase_token
2213,Alma 40:22,person,scripture_ref
2219,Luke 6:10,person,scripture_ref
2228,Luke 20:27,person,scripture_ref
2229,Mark 12:26.,person,scripture_ref
2235,|March 25,period,leading_punct
2237,Jacob 1:11,person,scripture_ref
2248,Luke 4:14,person,scripture_ref
2249,Luke 10:17.,person,scripture_ref
2250,Luke 17:18,person,scripture_ref
2251,neighbor,person,lowercase_token
2258,Alma 40:18,person,scripture_ref
2260,withholdeth,person,lowercase_token
2292,Mark 12:6,person,scripture_ref
2307,Luke 23:41,person,scripture_ref
2315,bear,people,lowercase_token
2321,money,person,lowercase_token
2323,Luke 16:1.,person,scripture_ref
2324,Luke 16:19.,person,scripture_ref
2325,Luke 18:23,person,scripture_ref
2333,Mark 10:23,person,scripture_ref
2334,Luke 16:11,person,scripture_ref
2347,hold,person,lowercase_token
2353,Luke 18:9,person,scripture_ref
2354,Luke 23:47.,person,scripture_ref
2364,Ps. 96:13,people,scripture_ref
2367,Ps. 111:3,people,scripture_ref
2368,James 1:20,person,scripture_ref
2374,Luke 7:43,person,scripture_ref
2376,Luke 20:21,person,scripture_ref
2382,questa,place,lowercase_token
2386,Alma 37:31.,person,scripture_ref
2393,Mark 14:28,person,scripture_ref
2396,Mark 3:26,person,scripture_ref
2397,Luke 24:46. Rise,person,scripture_ref
2398,John 11:23.,person,scripture_ref
2408,hoar,person,lowercase_token
2430,John 19:2,person,scripture_ref
2446,Ezra 6:2,person,scripture_ref
2449,Mark 16:3,person,scripture_ref
2456,Mark 2:4,person,scripture_ref
2462,Mark 14:15,person,scripture_ref
2463,8:5. day,period,measurement
2468,Mark 4:6,person,scripture_ref
2470,Jacob 5:66,person,scripture_ref
2473,Alma 32:37,people,scripture_ref
2477,desert,person,lowercase_token
2486,|Emma Smith,person,leading_punct
2489,abandon,person,lowercase_token
2500,Luke 7:17,person,scripture_ref
2501,rumor,person,lowercase_token
2506,John 20:4,person,scripture_ref
2507,Mosiah 12:11,person,scripture_ref
2518,Mark 3:4,concept,scripture_ref
2520,John 19:31.,person,scripture_ref
2538,Jacob 1:4,person,scripture_ref
2539,Alma 63:1,person,scripture_ref
2540,records,person,lowercase_token
2546,Mark 9:49,person,scripture_ref
2553,Luke 24:17,person,scripture_ref
2559,Alma 48:12.,person,scripture_ref
2564,D&C 88:114,people,scripture_ref
2569,Mark 15:18,person,scripture_ref
2570,D&C 88:132,people,scripture_ref
2580,Titus 1:2,concept,scripture_ref
2584,Ps. 35:9,people,scripture_ref
2585,Luke 3:6,person,scripture_ref
2586,D&C 123:17,people,scripture_ref
2600,Alma 31:17,person,scripture_ref
2606,John 10:36,person,scripture_ref
2607,John 17:17,person,scripture_ref
2613,D&C 88:137.,people,scripture_ref
2628,Mark 3:23,person,scripture_ref
2630,Luke 22:3,person,scripture_ref
2646,midwives,person,lowercase_token
2649,Luke 18:26,person,scripture_ref
2652,Alma 11:36,person,scripture_ref
2653,Alma 14:10,person,scripture_ref
2670,Luke 2:50,person,scripture_ref
2694,"|Nov. 30, 1905",period,leading_punct
2697,|Clara Martisha Woodruff,person,leading_punct
2711,Ezra 7:11,person,scripture_ref
2712,Mark 9:14,person,scripture_ref
2714,Mark 10:33,person,scripture_ref
2715,Luke 23:10.,person,scripture_ref
2716,Jacob 1:2,person,scripture_ref
2720,Luke 22:36.,person,scripture_ref
2722,Jacob 2:23,period,scripture_ref
2725,Jacob 5:1,person,scripture_ref
2726,Alma 33:3,people,scripture_ref
2730,Jacob 4:2,person,scripture_ref
2735,John 5:47,person,scripture_ref
2736,Mosiah 1:7,period,scripture_ref
2737,Alma 17:2,period,scripture_ref
2742,treasureth,person,lowercase_token
2748,John 6:19,person,scripture_ref
2753,John 3:33,person,scripture_ref
2761,John 7:52,person,scripture_ref
2768,|Abraham Owen Woodruff,person,leading_punct
2771,Mosiah 26:25,concept,scripture_ref
2772,D&C 77:7,people,scripture_ref
2776,|El Paso,place,leading_punct
2787,secret,person,lowercase_token
2788,John 7:4,person,scripture_ref
2799,Mark 8:24,person,scripture_ref
2800,John 8:38,person,scripture_ref
2802,John 12:45,person,scripture_ref
2816,Mark 4:31,concept,scripture_ref
2818,Alma 46:23.,person,scripture_ref
2822,Mosiah 27:16,person,scripture_ref
2837,Mosiah 28:16,person,scripture_ref
2848,whosoever,person,lowercase_token
2852,Luke 22:27,person,scripture_ref
2853,John 10:17.,person,scripture_ref
2864,Luke 22:36,person,scripture_ref
2865,James 4:13. son,person,scripture_ref
2867,John 7:29,person,scripture_ref
2868,John 11:42,person,scripture_ref
2870,John 17:18,person,scripture_ref
2888,Luke 11:47.,person,scripture_ref
2897,Luke 11:11,person,scripture_ref
3004,John 12:26.,person,scripture_ref
3005,Titus 2:9–10,concept,scripture_ref
3016,quick,person,lowercase_token
3017,Ezra 8:24,person,scripture_ref
3020,Luke 10:17. Seventy,person,scripture_ref
3046,John 10:2,person,scripture_ref
3062,|David Patten Woodruff,person,leading_punct
3075,thrice,person,lowercase_token
3076,Mark 6:9,person,scripture_ref
3078,latchet,person,lowercase_token
3079,Luke 15:22,person,scripture_ref
3084,D&C 52:11,people,scripture_ref
3087,24x40 feet,object,measurement
3090,John 14:8,person,scripture_ref
3095,Jacob 2:6,person,scripture_ref
3100,John 11:3,person,scripture_ref
3107,Amos 9:9,place,scripture_ref
3113,John 2:18,person,scripture_ref
3114,Alma 32:17,person,scripture_ref
3120,sabbaths,person,lowercase_token
3121,Mark 13:4,person,scripture_ref
3129,silversmith,person,lowercase_token
3134,"the 17th day of May, 1884",period,measurement
3139,Mark 2:5,person,scripture_ref
3140,Mark 1:4,concept,scripture_ref
3143,Alma 42:20,person,scripture_ref
3147,"|April 4, 1854",period,leading_punct
3151,Alma 33:11.,person,scripture_ref
3157,Amos 8:3,person,scripture_ref
3158,Mosiah 24:22,concept,scripture_ref
3159,Alma 5:9,person,scripture_ref
3162,song,person,lowercase_token
3165,|Sarah Brown,person,leading_punct
3173,Mark 11:2,person,scripture_ref
3174,Mosiah 13:17,period,scripture_ref
3179,Alma 43:19,person,scripture_ref
3180,D&C 89:8,people,scripture_ref
3183,Ruth 3:9,period,scripture_ref
3186,vow,person,lowercase_token
3187,Jacob 5:47,period,scripture_ref
3193,|Brigham Young Woodruff,person,leading_punct
3195,Luke 11:49,person,scripture_ref
3197,Alma 19:24,person,scripture_ref
3208,Alma 60:14,person,scripture_ref
3212,Mosiah 9:3,period,scripture_ref
3218,John 18:23,person,scripture_ref
3223,flame,person,lowercase_token
3226,Luke 21:35,person,scripture_ref
3230,Mark 9:3,concept,scripture_ref
3233,Titus 2:6,concept,scripture_ref
3246,"this 28th day of January, 1879",period,measurement
3265,Mark 1:35,person,scripture_ref
3273,Luke 12:53,person,scripture_ref
3275,Luke 15:19,person,scripture_ref
3286,blameless,people,lowercase_token
3287,10:39. day,period,measurement
3294,soothsayer,person,lowercase_token
3295,astrologers,person,lowercase_token
3300,beggar,person,lowercase_token
3311,Alma 40:7,person,scripture_ref
3319,Mark 4:3,concept,scripture_ref
3325,Alma 62:40,person,scripture_ref
3333,Luke 22:65.,person,scripture_ref
3337,beat,person,lowercase_token
3338,Alma 17:7,people,scripture_ref
3341,Mark 14:70,person,scripture_ref
3351,Mark 14:3,person,scripture_ref
3354,formeth,person,lowercase_token
3363,Ether 2:15,period,scripture_ref
3364,Mark 6:7,concept,scripture_ref
3365,John 1:32,period,scripture_ref
3366,Luke 9:55,person,scripture_ref
3367,Luke 24:37.,person,scripture_ref
3368,Luke 24:39.,person,scripture_ref
3369,John 3:6.,person,scripture_ref
3374,take,person,lowercase_token
3375,James 4:5.,person,scripture_ref
3376,sensual,person,lowercase_token
3383,Luke 20:38,person,scripture_ref
3384,Mark 15:37,person,scripture_ref
3387,Mark 1:23,person,scripture_ref
3388,Luke 6:18,person,scripture_ref
3391,Alma 40:13.,person,scripture_ref
3394,ignorance,person,lowercase_token
3403,D&C 88:122,people,scripture_ref
3408,offer,people,lowercase_token
3409,nobleman,person,lowercase_token
3413,eagle,people,lowercase_token
3414,D&C 82:5. Zion,people,scripture_ref
3421,D&C 63:23,people,scripture_ref
3424,Luke 20:20,person,scripture_ref
3433,Alma 24:12,person,scripture_ref
3442,Luke 24:36,person,scripture_ref
3443,Alma 5:44,person,scripture_ref
3454,Alma 13:5,people,scripture_ref
3455,Rev. 12:4,period,scripture_ref
3459,perpetual,person,lowercase_token
3464,weary,person,lowercase_token
3470,Alma 16:18,person,scripture_ref
3471,stealeth,person,lowercase_token
3476,"|May 30, 1859",period,leading_punct
3484,D&C 69:5,people,scripture_ref
3491,stick,person,lowercase_token
3492,Alma 9:5,person,scripture_ref
3503,Luke 23:5,person,scripture_ref
3505,Mosiah 11:28,person,scripture_ref
3515,Mark 16:4,person,scripture_ref
3520,John 11:8,person,scripture_ref
3527,Mark 4:5,concept,scripture_ref
3529,mouths,person,lowercase_token
3541,Mark 4:37,person,scripture_ref
3560,potter,person,lowercase_token
3636,stakes,person,lowercase_token
3640,D&C 50:37,people,scripture_ref
3653,John 18:22,person,scripture_ref
3655,Alma 30:50,person,scripture_ref
3668,Luke 11:21.,person,scripture_ref
3675,John 11:9,person,scripture_ref
3701,Luke 13:2,person,scripture_ref
3702,Alma 26:30,person,scripture_ref
3706,John 6:7,person,scripture_ref
3711,Luke 21:30,person,scripture_ref
3719,Luke 14:16. cup,person,scripture_ref
3724,Mark 6:49,person,scripture_ref
3725,Luke 24:37,person,scripture_ref
3731,upheld,person,lowercase_token
3739,Jude 1:16,person,scripture_ref
3740,Alma 48:12,person,scripture_ref
3748,Mark 14:43,person,scripture_ref
3756,32x63 feet,object,measurement
3757,Luke 7:5,person,scripture_ref
3758,John 18:20,person,scripture_ref
3768,Luke 1:63,person,scripture_ref
3769,Luke 22:21,person,scripture_ref
3775,Luke 19:24,person,scripture_ref
3776,Luke 24:30,person,scripture_ref
3777,John 18:12,person,scripture_ref
3783,John 4:27,person,scripture_ref
3798,John 2:9,person,scripture_ref
3799,Jacob 5:31,person,scripture_ref
3805,Luke 10:8,person,scripture_ref
3810,Mosiah 23:14,person,scripture_ref
3811,Alma 4:7,person,scripture_ref
3816,Alma 5:43–48,person,scripture_ref
3818,Luke 4:15,person,scripture_ref
3829,Mark 16:13,person,scripture_ref
3830,Luke 2:18,person,scripture_ref
3831,John 4:29,person,scripture_ref
3832,John 16:4,person,scripture_ref
3844,Ezra 3:12–13,person,scripture_ref
3852,Alma 42:9,person,scripture_ref
3857,Luke 4:12,person,scripture_ref
3861,13:6. day,period,measurement
3883,20:11. day,period,measurement
3890,Alma 32:27–28,person,scripture_ref
3893,prayers,person,lowercase_token
3895,Hosea 5:5,person,scripture_ref
3896,John 3:32,person,scripture_ref
3897,Alma 7:26,person,scripture_ref
3903,John 5:34,person,scripture_ref
3904,John 8:17,person,scripture_ref
3905,John 21:24.,person,scripture_ref
3911,truth,person,lowercase_token
3917,Jacob 4:3,person,scripture_ref
3918,Luke 17:16,person,scripture_ref
3919,Rev. 4:9,period,scripture_ref
3931,Mark 14:48,person,scripture_ref
3933,Luke 12:33. climbeth,person,scripture_ref
3941,|Newton Woodruff,person,leading_punct
3942,Luke 19:11.,person,scripture_ref
3943,James 1:7,person,scripture_ref
3950,Alma 37:42,person,scripture_ref
3960,Luke 9:47,person,scripture_ref
3961,Luke 24:38,person,scripture_ref
3964,Alma 53:18,person,scripture_ref
3979,Rev. 4:2,period,scripture_ref
3988,desolate,person,lowercase_token
3990,Alma 50:2,person,scripture_ref
3992,2:3. days,period,measurement
3993,D&C 41:9,people,scripture_ref
4002,Luke 23:43.,person,scripture_ref
4003,D&C 45:6,people,scripture_ref
4007,Alma 47:23,person,scripture_ref
4010,Luke 10:12,person,scripture_ref
4017,Mark 5:2,concept,scripture_ref
4030,Nahum 2:3,people,scripture_ref
4038,Alma 8:11,person,scripture_ref
4046,Alma 62:1,people,scripture_ref
4054,Mark 9:2,concept,scripture_ref
4056,Alma 46:18,person,scripture_ref
4068,D&C 107:49,people,scripture_ref
4069,stones,person,lowercase_token
4071,84:101. days,period,measurement
4078,D&C 6:27,people,scripture_ref
4080,overcometh,person,lowercase_token
