src_id,src_name,rel_type,dst_id,dst_name,src_type
36417,Shemaiah,FATHER_OF,24143,Urijah,person
36202,Achbor,FATHER_OF,38154,Elnathan,person
38164,Kareah,FATHER_OF,36338,Johanan,person
41069,Neriah,FATHER_OF,41068,Baruch,person
41128,Hoshaiah,FATHER_OF,36558,Jezaniah,person
37843,Mattan,FATHER_OF,36344,Shephatiah,person
37258,Pashur,FATHER_OF,36702,Gedaliah,person
37049,Melchiah,FATHER_OF,37258,Pashur,person
36738,Hilkiah,FATHER_OF,19084,Jeremiah,person
41128,Hoshaiah,FATHER_OF,36557,Azariah,person
36430,Maaseiah,FATHER_OF,41069,Neriah,person
41069,Neriah,FATHER_OF,36904,Seraiah,person
37936,Shaphan,FATHER_OF,41047,Gemariah,person
36417,Shemaiah,FATHER_OF,36687,Delaiah,person
36700,Nethaniah,FATHER_OF,41088,Jehudi,person
41089,Hammelech,FATHER_OF,36505,Jerahmeel,person
36787,Azriel,FATHER_OF,36904,Seraiah,person
18906,Hezekiah,FATHER_OF,19265,Manasseh,person
20658,Nun,FATHER_OF,18911,Hoshea,person
18680,Enoch,FATHER_OF,19314,Methuselah,person
40309,Irad,FATHER_OF,43431,Mahujael,person
43431,Mahujael,FATHER_OF,40311,Methusael,person
18680,Enoch,FATHER_OF,40309,Irad,person
173412,SOLOMON MACK,FATHER_OF,43289,Mack,person
3332,Mormon,FATHER_OF,19324,Moroni,person
19108,Judas,FATHER_OF,18645,Jesus,person
494653,Sirach,FATHER_OF,18645,Jesus,person
18896,Ham,FATHER_OF,24322,Cush,person
19082,Jehoshaphat,FATHER_OF,19106,Judah,person
3278,Abraham,FATHER_OF,18663,David,person
36792,Iddo,FATHER_OF,36423,Berechiah,person
8377,Ammorón,FATHER_OF,8662,Tubalot,person
29680,Abinadom,FATHER_OF,9101,Amalekí,person
28117,Shule,FATHER_OF,8513,Omer,person
19078,Jared,FATHER_OF,7501,Entonces,person
11799,Fares,FATHER_OF,11798,Esrom,person
11797,Naasón,FATHER_OF,11171,Salmón,person
12033,Jeconías,FATHER_OF,11789,Salatiel,person
35446,Abiud,FATHER_OF,11792,Eliaquim,person
11792,Eliaquim,FATHER_OF,35447,Azor,person
12036,Aquim,FATHER_OF,35451,Eliud,person
35452,Eleazar,FATHER_OF,12037,Matán,person
12037,Matán,FATHER_OF,3549,Jacob,person
3549,Jacob,FATHER_OF,19735,José,person
18663,David,FATHER_OF,19735,José,person
11338,Simón Iscariote,FATHER_OF,19108,Judas,person
11783,Jana,FATHER_OF,11782,Melqui,person
35043,Esli,FATHER_OF,19327,Nahum,person
11784,Matatías,FATHER_OF,11786,Maat,person
19735,José,FATHER_OF,35048,Semei,person
11788,Resa,FATHER_OF,11787,Joana,person
11790,Adi,FATHER_OF,11782,Melqui,person
35055,Elmodam,FATHER_OF,35054,Cosam,person
11781,Matat,FATHER_OF,35059,Jorim,person
11792,Eliaquim,FATHER_OF,11791,Jonán,person
11793,Mainán,FATHER_OF,35063,Melea,person
30358,Mahalaleel,FATHER_OF,19078,Jared,person
11009,Saúl,FATHER_OF,36447,Merab,person
37676,Nabal,SPOUSE_OF,36515,Abigail,person
13663,Lais,FATHER_OF,42261,Palti,person
13078,Ahimaas,FATHER_OF,36829,Ahinoam,person
13672,Maoc,FATHER_OF,13410,Aquis,person
37753,Zeror,FATHER_OF,36264,Abiel,person
13737,Afía,FATHER_OF,13736,Becorat,person
13508,Eliú,FATHER_OF,36352,Jeroham,person
13065,Zuf,FATHER_OF,37559,Tohu,person
16295,Baraquel,FATHER_OF,13508,Eliú,person
42409,Lael,FATHER_OF,17163,Eliasaf,person
12609,Uziel,FATHER_OF,17275,Elizafán,person
17151,Sedeur,FATHER_OF,17150,Elisur,place
17154,Zurisadai,FATHER_OF,17153,Selumiel,person
13142,Amiud,FATHER_OF,13143,Elisama,person
17156,Pedasur,FATHER_OF,18873,Gamaliel,person
17158,Gedeoni,FATHER_OF,17157,Abidán,person
17159,Amisadai,FATHER_OF,36329,Ahiezer,place
17161,Ocrán,FATHER_OF,42226,Pagiel,person
17164,Enán,FATHER_OF,42228,Ahira,person
12974,Jefone,FATHER_OF,3580,Caleb,person
12701,Maquir,FATHER_OF,13035,Galaad,person
13142,Amiud,FATHER_OF,17332,Semuel,person
409520,Jogli,FATHER_OF,13048,Buqui,person
17337,Parnac,FATHER_OF,17275,Elizafán,place
13142,Amiud,FATHER_OF,17340,Pedael,person
12999,Zacur,FATHER_OF,17177,Samúa,person
19735,José,FATHER_OF,38355,Igal,person
403086,Sodi,FATHER_OF,17180,Gadiel,person
17183,Gemali,FATHER_OF,12926,Amiel,place
12583,Micael,FATHER_OF,17184,Setur,person
36197,Beor,FATHER_OF,17243,Dice Balaam,person
11799,Fares,FATHER_OF,12693,Hezrón,person
12693,Hezrón,FATHER_OF,35069,Ram,person
13074,Hilcías,FATHER_OF,11792,Eliaquim,person
13068,Asaf,FATHER_OF,13056,Joa,person
36524,Jair,FATHER_OF,12538,Elhanán,person
13666,Sarvia,FATHER_OF,36233,Joab,person
36831,Talmai,FATHER_OF,12558,Maaca,person
12926,Amiel,FATHER_OF,12925,Bet-súa,person
12650,Jedutún,FATHER_OF,36381,Obed-edom,person
36239,Dodo,FATHER_OF,12538,Elhanán,person
12540,Iques,FATHER_OF,36253,Ira,person
36262,Ribai,FATHER_OF,14186,Itai,person
12554,Hagrai,FATHER_OF,36278,Mibhar,person
12556,Siza,FATHER_OF,36302,Adina,place
12558,Maaca,FATHER_OF,12557,Hanán,person
36737,Simri,FATHER_OF,36312,Jediael,person
12670,Nahas,FATHER_OF,12671,Hanún,person
13077,Abisúa,FATHER_OF,13048,Buqui,person
13048,Buqui,FATHER_OF,13105,Uzi,person
13105,Uzi,FATHER_OF,13049,Zeraías,person
13049,Zeraías,FATHER_OF,13226,Meraiot,people
12732,Salum,FATHER_OF,13074,Hilcías,person
18897,Samuel,FATHER_OF,19091,Joel,person
36366,Amasai,FATHER_OF,13066,Mahat,person
13058,Asir,FATHER_OF,13067,Tahat,person
12763,Simea,FATHER_OF,13842,Berequías,person
13069,Baasías,FATHER_OF,12583,Micael,person
12498,Zera,FATHER_OF,13070,Etni,person
37052,Abdi,FATHER_OF,13072,Quisi,person
37055,Bani,FATHER_OF,13075,Amsi,person
12843,Musi,FATHER_OF,36648,Mahli,person
13842,Berequías,FATHER_OF,13068,Asaf,person
12693,Hezrón,FATHER_OF,3580,Caleb,person
36300,Zabad,FATHER_OF,12728,Eflal,person
12728,Eflal,FATHER_OF,19422,Obed,person
12539,Heles,FATHER_OF,12731,Elasa,person
12731,Elasa,FATHER_OF,12720,Sismai,person
12720,Sismai,FATHER_OF,12732,Salum,person
12737,Sema,FATHER_OF,36571,Raham,person
12743,Harán,FATHER_OF,36575,Gazez,person
406289,Aher,FATHER_OF,13119,Husim,person
12701,Maquir,SPOUSE_OF,12558,Maaca,person
13119,Husim,FATHER_OF,13182,Abitob,person
12891,Miclot,FATHER_OF,12763,Simea,person
13210,Joada,FATHER_OF,13082,Alemet,person
483048,Mosa,FATHER_OF,13211,Bina,person
12889,Zicri,FATHER_OF,35058,Eliezer,person
36784,Kemuel,FATHER_OF,12867,Hasabías,person
12583,Micael,FATHER_OF,36785,Omri,person
36787,Azriel,FATHER_OF,12570,Jerimot,person
12902,Quelub,FATHER_OF,36796,Ezri,people
36800,Adlai,FATHER_OF,12904,Safat,person
12530,Hacmoni,FATHER_OF,36310,Jehiel,person
36785,Omri,FATHER_OF,13142,Amiud,person
13223,Micri,FATHER_OF,13105,Uzi,person
13142,Amiud,FATHER_OF,14826,Utai,person
13105,Uzi,FATHER_OF,12506,Ela,person
12938,Mesulam,FATHER_OF,13074,Hilcías,person
13227,Pasur,FATHER_OF,36352,Jeroham,person
13231,Mesilemit,FATHER_OF,12938,Mesulam,person
12947,Azricam,FATHER_OF,13232,Hasub,place
37265,Galal,FATHER_OF,12614,Semaías,person
36352,Jeroham,FATHER_OF,13071,Adaía,person
13232,Hasub,FATHER_OF,12614,Semaías,person
12614,Semaías,FATHER_OF,12578,Obadías,person
3504,Asa,FATHER_OF,13842,Berequías,person
12891,Miclot,FATHER_OF,13239,Simeam,person
13241,Jara,FATHER_OF,13082,Alemet,person
12737,Sema,FATHER_OF,36985,Azaz,person
13034,Jaroa,FATHER_OF,36996,Huri,person
12583,Micael,FATHER_OF,13035,Galaad,person
36999,Jahdo,FATHER_OF,13036,Jesisai,person
37002,Abdiel,FATHER_OF,12222,Ahí,person
12446,Cus,FATHER_OF,28281,Nimrod,person
11008,Canaán,FATHER_OF,8054,Sidón,place
12498,Zera,FATHER_OF,36120,Jobab,person
12508,Acbor,FATHER_OF,12509,Baal-hanán,person
12483,Sobal,FATHER_OF,12953,Reaía,person
12792,Jahat,FATHER_OF,36872,Ahumai,person
557386,COS,FATHER_OF,36891,Anub,people
13663,Lais,FATHER_OF,42475,Paltiel,person
12670,Nahas,FATHER_OF,14182,Sobi,person
12926,Amiel,FATHER_OF,12701,Maquir,person
12670,Nahas,FATHER_OF,36515,Abigail,person
37071,Rehob,FATHER_OF,14116,Hadar-ezer,person
12763,Simea,FATHER_OF,37993,Jonadab,person
13142,Amiud,FATHER_OF,36831,Talmai,person
13399,Barzilai,FATHER_OF,37631,Adriel,person
14252,Age,FATHER_OF,14251,Sama,person
12558,Maaca,FATHER_OF,38346,Ahasbai,person
37475,Baana,FATHER_OF,36260,Heleb,person
14261,Sarar,FATHER_OF,12550,Ahíam,person
12865,Matanías,FATHER_OF,36434,Jeiel,person
13435,Silhi,FATHER_OF,12694,Azuba,place
13802,Dodava,FATHER_OF,35058,Eliezer,person
18663,David,FATHER_OF,12570,Jerimot,person
12570,Jerimot,FATHER_OF,13760,Mahalat,person
13282,Nabat,FATHER_OF,19086,Jeroboam,person
13055,Zima,FATHER_OF,13056,Joa,person
13056,Joa,FATHER_OF,18811,Edén,person
13875,Azalía,FATHER_OF,13032,Safán,person
13032,Safán,FATHER_OF,14039,Ahicam,place
13880,Hasra,FATHER_OF,13879,Ticva,person
13879,Ticva,FATHER_OF,12732,Salum,person
13071,Adaía,FATHER_OF,17115,Maasías,person
12889,Zicri,FATHER_OF,13813,Elisafat,person
13819,Simrit,FATHER_OF,36368,Jozabad,person
13843,Mesilemot,FATHER_OF,13842,Berequías,person
40564,Diblaim,FATHER_OF,36061,Gomer,person
13348,Ginat,FATHER_OF,37366,Tibni,person
12691,Jeter,FATHER_OF,30774,Amasa,person
12558,Maaca,FATHER_OF,13410,Aquis,person
19086,Jeroboam,SPOUSE_OF,13315,Entra,person
13330,Hezión,FATHER_OF,13329,Tabrimón,person
13143,Elisama,FATHER_OF,12862,Netanías,person
14041,Carea,FATHER_OF,12569,Johanán,person
13908,Recab,FATHER_OF,37993,Jonadab,person
13155,Somer,FATHER_OF,36368,Jozabad,person
38130,Haruz,FATHER_OF,14009,Mesulemet,person
12938,Mesulam,FATHER_OF,13875,Azalía,person
13071,Adaía,FATHER_OF,14014,Jedida,person
14031,Elnatán,FATHER_OF,14030,Nehusta,person
39300,Zohar,FATHER_OF,15345,Efrón,person
12743,Harán,FATHER_OF,19259,Lot,person
12743,Harán,FATHER_OF,15352,Milca,person
40102,Beeri,FATHER_OF,15379,Judit,person
34008,Hamor,FATHER_OF,15452,Siquem,person
12484,Zibeón,FATHER_OF,12485,Aná,person
12485,Aná,FATHER_OF,12513,Aholibama,person
40310,Mehujael,FATHER_OF,15517,Metusael,person
13053,Josadac,FATHER_OF,12816,Jesúa,person
36310,Jehiel,FATHER_OF,12817,Secanías,person
12818,Eliasib,FATHER_OF,12569,Johanán,person
13049,Zeraías,FATHER_OF,36725,Elioenai,people
36310,Jehiel,FATHER_OF,12578,Obadías,person
14824,Hacatán,FATHER_OF,12569,Johanán,person
12816,Jesúa,FATHER_OF,36368,Jozabad,person
17051,Mesezabeel,FATHER_OF,13842,Berequías,person
37249,Imri,FATHER_OF,12999,Zacur,person
13842,Berequías,FATHER_OF,12938,Mesulam,person
17104,Besodías,FATHER_OF,12938,Mesulam,person
17107,Harhaía,FATHER_OF,12609,Uziel,person
17110,Hasabnías,FATHER_OF,17109,Hatús,place
14743,Pahat-moab,FATHER_OF,13232,Hasub,people
17111,Halohes,FATHER_OF,12732,Salum,person
13908,Recab,FATHER_OF,17112,Muladar Malquías,person
17035,Colhoze,FATHER_OF,12732,Salum,person
12816,Jesúa,FATHER_OF,36169,Ezer,person
39709,Henadad,FATHER_OF,14746,Binúi,person
12817,Secanías,FATHER_OF,12614,Semaías,person
42082,Joed,FATHER_OF,12938,Mesulam,person
12815,Malquías,FATHER_OF,13227,Pasur,person
17045,Azai,FATHER_OF,36348,Azareel,person
14728,Imer,FATHER_OF,13843,Mesilemot,person
12889,Zicri,FATHER_OF,19091,Joel,person
36348,Azareel,FATHER_OF,36366,Amasai,person
17047,Buni,FATHER_OF,12867,Hasabías,person
37265,Galal,FATHER_OF,17177,Samúa,person
17177,Samúa,FATHER_OF,37463,Abda,person
12867,Hasabías,FATHER_OF,37055,Bani,person
37055,Bani,FATHER_OF,13105,Uzi,person
17051,Mesezabeel,FATHER_OF,12824,Petaías,person
12816,Jesúa,FATHER_OF,17067,Joiacim,person
17067,Joiacim,FATHER_OF,12818,Eliasib,person
12818,Eliasib,FATHER_OF,42109,Joiada,person
14766,Cadmiel,FATHER_OF,12816,Jesúa,person
13068,Asaf,FATHER_OF,12999,Zacur,person
36203,Mehetabel,FATHER_OF,14797,Delaía,person
14797,Delaía,FATHER_OF,12614,Semaías,person
37170,Ara,FATHER_OF,12817,Secanías,person
12865,Matanías,FATHER_OF,12999,Zacur,person
12999,Zacur,FATHER_OF,12557,Hanán,person
18663,David,FATHER_OF,14698,Predicador,person
31372,Joseph Knight Sr,SPOUSE_OF,32151,Polly Knight,person
41944,Dibri,FATHER_OF,12798,Selomit,person
14728,Imer,FATHER_OF,13227,Pasur,person
36499,Zabdi,FATHER_OF,36503,Carmi,person
36792,Iddo,FATHER_OF,13842,Berequías,person
17500,Jaqué,FATHER_OF,42653,Agur,person
36239,Dodo,FATHER_OF,16695,Fúa,person
16695,Fúa,FATHER_OF,16694,Israel Tola,person
13081,Hilén,FATHER_OF,16708,Israel Abdón,person
12732,Salum,FATHER_OF,17115,Maasías,person
16083,Selemías,FATHER_OF,41094,Jucal,person
16083,Selemías,FATHER_OF,16090,Irías,person
13032,Safán,FATHER_OF,12731,Elasa,place
12508,Acbor,FATHER_OF,14031,Elnatán,person
16086,Hamelec,FATHER_OF,12815,Malquías,person
16083,Selemías,FATHER_OF,12862,Netanías,person
12614,Semaías,FATHER_OF,14797,Delaía,person
12862,Netanías,FATHER_OF,16082,Jehudí,person
16086,Hamelec,FATHER_OF,12708,Jerameel,person
41090,Abdeel,FATHER_OF,16083,Selemías,person
3251,Mosiah,FATHER_OF,3247,Aaron,person
3549,Jacob,FATHER_OF,18681,Enos,person
3549,Jacob,FATHER_OF,11805,Enós,person
3549,Jacob,FATHER_OF,18869,Gad,person
3539,King Benjamin,FATHER_OF,18900,Helaman,person
3278,Abraham,FATHER_OF,18917,Ishmael,person
19072,Lehi,FATHER_OF,3549,Jacob,person
19075,Alphaeus,FATHER_OF,19073,James,person
19076,Zebedee,FATHER_OF,19092,John,person
19323,Captain Moroni,FATHER_OF,25969,Moronihah,person
19913,Zeniff,FATHER_OF,18866,Noah,person
56082,Elder,SPOUSE_OF,94918,Lawrence,person
71589,Elder Joseph Anderson,SPOUSE_OF,62544,Anderson,person
56082,Elder,SPOUSE_OF,88835,Stone,person
101390,Rex,SPOUSE_OF,84696,Phyllis Nielsen Reeve,person
24674,Spencer,SPOUSE_OF,143683,Avanelle Richards Osborn,person
56082,Elder,FATHER_OF,87514,Mark McConkie,person
19072,Lehi,SPOUSE_OF,19565,Sariah,person
3289,Adam,FATHER_OF,19574,Seth,person
351244,Mrs,FATHER_OF,90521,Bob Brown,person
19073,James,SPOUSE_OF,339532,Cullimore,person
521493,Elder John,FATHER_OF,95100,Eudora,person
95774,Henry Eddington,FATHER_OF,95773,Velma Holsinger,person
19583,Hyrum Smith,SPOUSE_OF,48817,Mary Fielding Smith,person
56082,Elder,SPOUSE_OF,100730,Bonnie Lee Adamson Caldwell,person
121822,Elder Dennis,SPOUSE_OF,365098,Neuenschwander,person
521579,Elder Robert,SPOUSE_OF,112576,Sister Norma Creer Harbertson,person
18663,David,FATHER_OF,18661,Daniel,person
123058,Elder Lino Alvarez,SPOUSE_OF,86307,Alvarez,person
123872,Franklin Delano Roosevelt,SPOUSE_OF,71619,Eleanor Roosevelt,person
84134,George Romney,SPOUSE_OF,84133,Lenore Romney,person
19735,José,FATHER_OF,143368,Efrain,person
103921,Reid Burgess,FATHER_OF,8213,Eres,person
3549,Jacob,FATHER_OF,72388,Young Joseph,person
75169,John Hatch,SPOUSE_OF,75168,Sandra Hatch,person
81211,Terri,SPOUSE_OF,81210,Joan Christensen,person
19097,Joseph,FATHER_OF,18682,Ephraim,person
3289,Adam,FATHER_OF,3579,Cain,person
71678,Willie,FATHER_OF,103893,Thomas Michael Wilson,person
178637,CHARLES,SPOUSE_OF,109226,Pioneer Sarah Rich,person
19871,Zacharias,SPOUSE_OF,18675,Elisabeth,person
109300,Alfred Eugene Hemingway,FATHER_OF,109299,Stephen Hemingway,person
19092,John,FATHER_OF,61216,Ann,person
66220,Fritz,SPOUSE_OF,66221,Joyce,person
19735,José,SPOUSE_OF,48813,Emma,person
19268,Thomas,SPOUSE_OF,19071,Misuri,person
178637,CHARLES,SPOUSE_OF,73078,Sarah Rich,person
19746,Solomon,FATHER_OF,152604,King Rehoboam,person
19097,Joseph,FATHER_OF,165048,Helen Mar Kimball,person
18681,Enos,FATHER_OF,19081,Jarom,person
19081,Jarom,FATHER_OF,19426,Omni,person
19426,Omni,FATHER_OF,29678,Amaron,person
29679,Chemish,FATHER_OF,29680,Abinadom,person
25343,Elohim,FATHER_OF,18644,Jesus Christ,concept
88482,Freeman Nickerson,FATHER_OF,281492,Moses Nickerson,person
31362,Peter Whitmer Sr,SPOUSE_OF,64768,Mary Whitmer,person
186973,President Russell,SPOUSE_OF,55877,Nelson,person
207304,Hiram Kimball,SPOUSE_OF,105667,Sarah Granger Kimball,person
212346,King Tamatoa,SPOUSE_OF,212345,Queen Pitomai,person
30740,George,FATHER_OF,216416,Abraham Cannon,person
19870,Brigham Young,FATHER_OF,216589,Joseph Don Carlos Young,person
20135,Relief Society,FATHER_OF,292639,Zina Presendia Card,organization
30740,George,FATHER_OF,219630,Frank Cannon,person
29121,King Noah,FATHER_OF,29318,Limhi,person
29722,Martin Harris,SPOUSE_OF,129298,Lucy Harris,person
155142,President Wilford Woodruff,SPOUSE_OF,133621,Phebe Woodruff,person
36312,Jediael,FATHER_OF,36183,Bilhan,person
246712,Samuel Marion,FATHER_OF,584821,Idaho,person
36417,Shemaiah,FATHER_OF,51012,Levite,person
36456,Jeduthun,FATHER_OF,36381,Obed-edom,person
36163,Seir,FATHER_OF,36165,Shobal,person
292531,President John Taylor,FATHER_OF,248067,Ezra Oakley Taylor,person
35430,Zerah,FATHER_OF,509795,Jobah,person
20145,Righteousness,FATHER_OF,34485,Hail,concept
387740,PETER WHITMER,SPOUSE_OF,64768,Mary Whitmer,person
18987,Martin,SPOUSE_OF,43297,Lucy,person
19870,Brigham Young,FATHER_OF,19092,John,person
19092,John,SPOUSE_OF,58578,Leonora,person
35552,PARLEY,SPOUSE_OF,209514,Mary Ann Pratt,person
211674,Lorenzo,SPOUSE_OF,211673,Harriet Young,person
19870,Brigham Young,FATHER_OF,19097,Joseph,person
19735,José,FATHER_OF,103749,Carmen,person
3461,Hannah,FATHER_OF,55736,Lewis,person
47141,Susa,SPOUSE_OF,3549,Jacob,person
109020,Ida,SPOUSE_OF,20724,Salt Lake City,person
18676,Elizabeth,FATHER_OF,220270,Betty McCune,person
84120,Clara,SPOUSE_OF,221563,William Daniels,person
19092,John,SPOUSE_OF,60944,Barbara,person
310951,Sarah Farr,FATHER_OF,57399,George Albert Smith,person
73176,Gordon,FATHER_OF,64184,Richard,person
311698,Jeddy Grant,FATHER_OF,59770,Grant,person
30497,Hyrum,SPOUSE_OF,48817,Mary Fielding Smith,person
314734,Esaí,FATHER_OF,18663,David,person
252544,Aphek Woodruff,FATHER_OF,174956,CONNECTICUT,person
37827,Shilhi,FATHER_OF,36516,Azubah,person
18663,David,FATHER_OF,88165,Being,person
18896,Ham,SPOUSE_OF,18171,Egyptus,person
18904,Herod,FATHER_OF,27544,Antipas,person
18663,David,FATHER_OF,156560,Ser,person
18387,Herodes Agripa,FATHER_OF,569407,Era,person
19735,José,FATHER_OF,569407,Era,person
251483,Susa Young Gates,FATHER_OF,19210,Leah,person
30740,George,SPOUSE_OF,196868,Lucinda Harris,person
165491,Ferguson,FATHER_OF,347734,Catherine Heathen,person
354193,Sarah Ann Libby Smith,FATHER_OF,207414,John Henry,person
19097,Joseph,FATHER_OF,354574,Joseph Smith Horne,person
19563,Sarah,FATHER_OF,354612,Augusta Cleveland,person
60961,Lucy Meserve Smith,SPOUSE_OF,31138,Smith,person
59317,Robert,FATHER_OF,357154,William Douglas,person
357148,James Smithies,SPOUSE_OF,357147,Nancy Ann Knowles Smithies,person
19088,Jethro,FATHER_OF,19883,Zipporah,person
84363,Jean,FATHER_OF,59153,Gérald Caussé,person
61009,Swedish,FATHER_OF,56802,Renlund,people
102054,Anna Widtsoe,FATHER_OF,90227,Widtsoe,person
19549,Ruth,FATHER_OF,370972,Mercy Opar,person
737001,Sheets,SPOUSE_OF,56945,Kathy,person
61271,Amy,SPOUSE_OF,6870,Socorro,person
19870,Brigham Young,SPOUSE_OF,595920,MARY ANN ANGELL,person
19735,José,FATHER_OF,112958,Joseph III,person
530150,JANE,FATHER_OF,33263,Silas,person
19735,José,SPOUSE_OF,30909,Emma Smith,person
636198,JOSEPH KNIGHT,SPOUSE_OF,261230,Polly,person
346003,Theresa,FATHER_OF,379501,Athelia Call Sears,person
387740,PETER WHITMER,FATHER_OF,341269,Elizabeth Ann Whitmer,person
387740,PETER WHITMER,FATHER_OF,187849,Catherine Whitmer,person
19097,Joseph,FATHER_OF,390002,VERMONT,person
211654,William Hendricks,FATHER_OF,348571,Martha Hendricks Aylworth,person
36163,Seir,FATHER_OF,36168,Dishon,person
65223,Harriet,SPOUSE_OF,19268,Thomas,person
19494,Paul,SPOUSE_OF,367916,Elsa Langheinrich,person
19735,José,SPOUSE_OF,385622,Haydée,person
385692,María Burk,SPOUSE_OF,374236,Ural Morris Burk,person
18663,David,SPOUSE_OF,375295,Eloisa,person
40341,Poti-pherah,FATHER_OF,40325,Asenath,person
3512,Asher,FATHER_OF,19564,Serah,person
18683,Esau,SPOUSE_OF,40238,Adah,person
18663,David,FATHER_OF,35431,Tamar,person
36830,Absalom,FATHER_OF,35431,Tamar,person
35171,Chuza,SPOUSE_OF,35009,Joanna,person
18896,Ham,SPOUSE_OF,3278,Abraham,person
18171,Egyptus,FATHER_OF,19499,Pharaoh,person
3419,Ananias,SPOUSE_OF,33943,Sapphira,person
3278,Abraham,FATHER_OF,24294,Midian,person
387279,Pudens Claudia Rufina,SPOUSE_OF,387278,Been Claudia Rufina,people
3278,Abraham,SPOUSE_OF,19563,Sarah,person
19499,Pharaoh,FATHER_OF,387410,Bathia,person
3301,Ahab,FATHER_OF,37226,Athaliah,person
3519,Gilead,FATHER_OF,36272,Hepher,person
36527,Machir,SPOUSE_OF,36741,Shuppim,person
3419,Ananias,SPOUSE_OF,392128,Sapphira Beautiful,person
392546,Amarpel,FATHER_OF,392545,Khammurabi,person
36486,Nahash,FATHER_OF,392571,Shobi Captor,person
36441,Shebaniah,FATHER_OF,18895,Haggai,person
393085,Kenez,FATHER_OF,36907,Jephunneh,person
666539,Nabopolassar,FATHER_OF,19412,Nebuchadnezzar,person
35072,Nahor,FATHER_OF,393436,Chesed Gain,person
393846,Lagus,FATHER_OF,45762,Ptolemy,people
18659,Cyrus,FATHER_OF,425840,Cambyses,person
36150,Eliphaz,FATHER_OF,393909,Omar Eloquent,person
415201,Hystaspes,FATHER_OF,18662,Darius,person
19877,Uriel,FATHER_OF,37787,Michaiah,person
19540,Rehoboam,FATHER_OF,19106,Judah,person
394897,Abiramu,FATHER_OF,36083,Amorite,people
35072,Nahor,FATHER_OF,19200,Rebekah,person
40102,Beeri,FATHER_OF,40101,Judith,person
36150,Eliphaz,FATHER_OF,37602,Amalek,person
18898,Hebron,FATHER_OF,51012,Levite,person
36345,Elkanah,FATHER_OF,51012,Levite,person
36738,Hilkiah,FATHER_OF,51012,Levite,person
19259,Lot,FATHER_OF,39948,Ben-ammi,person
19259,Lot,FATHER_OF,3399,Ammon,person
395372,Herod-Philip,SPOUSE_OF,18905,Herodias,person
19097,Joseph,SPOUSE_OF,485260,HELIOPOLIS,person
38103,Esarhaddon,FATHER_OF,395601,Assur-bani-pal,person
497297,Antiochus ii,SPOUSE_OF,443454,Laodice,concept
19213,Levi,FATHER_OF,36415,Gershon,person
37237,Binea,FATHER_OF,44116,Benjamite,person
37313,Eliadah,FATHER_OF,396187,Rezon Prince,person
19581,Simon,FATHER_OF,396272,Rufus Red,person
3532,Bathsheba,SPOUSE_OF,442679,Hittite,person
36163,Seir,FATHER_OF,36169,Ezer,person
36849,Meshullam,FATHER_OF,396553,Jahzerah Returner,person
396624,King Amaziah,SPOUSE_OF,19083,Jehovah,place
36700,Nethaniah,FATHER_OF,24876,Jew,person
19412,Nebuchadnezzar,FATHER_OF,38168,Evil-merodach,person
37369,Ethbaal,FATHER_OF,396855,Jezebel Chaste,person
3549,Jacob,FATHER_OF,19106,Judah,person
39743,Ebed,FATHER_OF,397101,Gaal Loathing,person
19330,Nathan,FATHER_OF,397549,Zabud Gift,person
19105,Josiah,SPOUSE_OF,397605,Zebudah Given,person
38983,Haman,SPOUSE_OF,372384,Venus,person
36418,Uzziel,FATHER_OF,51012,Levite,person
43637,Herod Agrippa,FATHER_OF,33852,Drusilla,person
19581,Simon,FATHER_OF,45512,Mariamne,person
398435,Josedek,FATHER_OF,19104,Joshua,place
40102,Beeri,FATHER_OF,398536,Hosea Salvation,person
36981,Pallu,FATHER_OF,451326,Reubenite,person
36805,Ahithophel,FATHER_OF,410140,Gilonite,person
36417,Shemaiah,FATHER_OF,36862,Neariah,person
19574,Seth,FATHER_OF,398858,Enos Man,person
37465,Elon,FATHER_OF,37775,Bashemath,person
3247,Aaron,FATHER_OF,37023,Phinehas,person
36797,Chelub,FATHER_OF,19083,Jehovah,person
37023,Phinehas,SPOUSE_OF,37337,Shiloh,person
47348,Cassander,SPOUSE_OF,33479,Thessalonica,person
37367,Ginath,FATHER_OF,19083,Jehovah,person
30365,Lamech,FATHER_OF,40318,Tubal-cain,person
37399,Nimshi,FATHER_OF,19082,Jehoshaphat,person
36310,Jehiel,FATHER_OF,44116,Benjamite,person
41793,Abinoam,FATHER_OF,400060,Barak Lightning,person
33863,Augustus,SPOUSE_OF,400239,Livia,person
36522,Uri,FATHER_OF,19106,Judah,person
18683,Esau,FATHER_OF,36150,Eliphaz,person
36264,Abiel,FATHER_OF,44116,Benjamite,person
36419,Izhar,FATHER_OF,51012,Levite,person
32069,Heman,FATHER_OF,51012,Levite,person
400989,Chemosh-Gad,FATHER_OF,19322,Moab,people
19265,Manasseh,SPOUSE_OF,401002,Meshullemeth Friend,person
36131,Hadar,SPOUSE_OF,36203,Mehetabel,person
19259,Lot,FATHER_OF,19322,Moab,person
19412,Nebuchadnezzar,FATHER_OF,400180,Nitocris,person
36074,Raamah,FATHER_OF,36142,Dedan,person
19549,Ruth,SPOUSE_OF,479772,BOAT,person
19873,Zebulun,FATHER_OF,40399,Sered,person
3512,Asher,FATHER_OF,19563,Sarah,person
