name_en,name_es,gender,testament,description,meaning
Solomon,Salomón,Male,Both,son of David (2SA 5:14),peaceable; perfect; one who recompenses
Sopater,Sópater,Male,NT,a believer from Berea (ACT 20:4),"Sosipater, who defends the father"
Sophereth,Sofereth,Female,Unknown,,"scribe, numbering"
Sosipater,Sosipater,Male,NT,a kinsman of Paul (ROM 16:21),
Sosthenes,Sóstenes,Male,NT,"Safe in strength, the chief ruler of the synagogue at Corinth, who was seized and beaten by the mob in the presence of Gallio, the Roman governor, whe...",savior; strong; powerful
Sotai,Sotai,Male,OT,Solomon's servant (EZR 2:55),conclusion in pleading; binding
Stachys,Stachys,Male,NT,beloved of Paul (ROM 16:9),spike or ear of corn
Stephanas,Stefanas,Male,NT,a believer whose household Paul baptized (1CO 1:16),crown; crowned
Stephen,Esteban,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),same as Stephanas
Suah,Suah,Male,OT,son of Zophah (1CH 7:36),speaking; entreating; ditch
Susanna,Susana,Female,NT,contributed support (LUK 8:3),lily; rose; joy
Susi,Susi,Male,Both,father of Gaddi (NUM 13:11),horse; swallow; moth
Syntyche,Syntyche,Female,NT,Paul urged her to live in harmony in the Lord (PHP 4:2),that speaks or discourses
Tabbaoth,Tabbaoth,Male,Both,temple servant (EZR 2:43),
Tabeal,Tabeal,Male,Both,"Goodness of God, the father of one whom the kings of Syria and Samaria in vain attempted to place on the throne of Ahaz ([Isa","Tabeel, good God"
Tabeel,Tabeel,Male,Both,wrote against Judah (EZR 4:7),
Tabitha,Tabita,Female,NT,a disciple who lived in Joppa (ACT 9:36),clear-sighted; a roe-deer
Tabrimmon,Tabrimmon,Male,OT,father of Ben-hadad (1KI 15:18),
Tabrimon,Tabrimon,Male,NT,"Good is Rimmon, the father of Benhadad, king of Syria ([1 Kings 15:18](/1kgs#1Kgs",good pomegranate; the navel; the middle
Tahan,Tahan,Male,OT,descendant of Ephraim (NUM 26:35),beseeching; merciful
Tahash,Tahash,Male,OT,"son of Nahor via his concubine, Reumah (GEN 22:24)",
Tahath,Tahath,Male,OT,son of Assir (1CH 6:24),fear; going down
Tahpenes,Tahpenes,Female,Both,Queen of Egypt (1KI 11:19),standard; flight; temptation
Tahrea,Tahrea,Male,Unknown,,anger; wicked contention
Talitha,Talitha,Female,NT,the daughter of the synagogue official who was healed (MRK 5:41),
Talmai,Talmai,Male,Both,descendant of Anak (NUM 13:22),my furrow; that suspends the waters; heap of waters
Talmon,Talmon,Male,Both,"one of the gatekeepers (1CH 9:17, EZR 2:42, NEH 7:45, NEH 12:25)",
Tamah,Tamah,Male,Unknown,,blotting or wiping out; smiting
Tamar,Tamar,Male,Both,"wife of Er (GEN 38:6), and mother of Perez (GEN 38:29) and Zerah (GEN 38:30) by Judah",palm; palm-tree
Tanhumeth,Tanhumeth,Male,Both,"the Netophathite, father of Seraiah, one of the captains of Judean forces (2KI 25:23)",consolation; repentance
Taphath,Tafath,Female,OT,"daughter of Solomon, wife of Ben-abinadab (1KI 4:11)",distillation; drop
Tappuah,Tappuah,Male,OT,son of Hebron (1CH 2:43),apple; swelling
Tarea,Tarea,Male,OT,son of Micah (1CH 8:35),howling; doing evil
Tarshish,Tarshish,Male,Both,son of Javan (GEN 10:4),contemplation; examination
Tartan,Tartan,Male,OT,messenger from Sennacherib to Hezekiah (2KI 18:17),a general (official title)
Tatnai,Tatnai,Male,NT,"Gift, a Persian governor (Heb",that gives; the overseer of the gifts and tributes
Tattenai,Tattenai,Male,Both,governor who opposed Israel rebuilding the Temple (EZR 5:3),
Tebah,Tebah,Male,OT,"son of Nahor via his concubine, Reumah (GEN 22:24)",murder; butchery; guarding of the body; a cook
Tebaliah,Tebalías,Male,OT,third-born son of Hosah (1CH 26:11),"baptism, or goodness, of the Lord"
Tehinnah,Tehinnah,Male,OT,son of Eshton (1CH 4:12),entreaty; a favor
Tekoa,Tekoa,Male,OT,son of Ashhur (1CH 2:24),trumpet; that is confirmed
Telah,Telah,Male,OT,son of Ephraim (1CH 7:25),moistening; greenness
Telem,Telem,Male,OT,Levite gatekeeper who had married a foreign wife (EZR 10:24),their dew; their shadow
Tema,Tema,Male,OT,ninth-born son of Ishmael (GEN 25:15),admiration; perfection; consummation
Temah,Temah,Male,OT,temple servant (EZR 2:53),
Teman,Teman,Male,OT,"son of Eliphaz (GEN 36:11) and chief of Edom (GEN 36:15, 42)","Temani, the south; Africa; perfect"
Temeni,Temeni,Male,Both,son of Ashhur and Naarah (1CH 4:6),
Terah,Taré,Male,Both,son of Nahor(GEN 11:24),to breathe; scent; blow
Teresh,Teresh,Male,Both,plotted against Ahasuerus (EST 2:21),
Tertius,Tertius,Male,NT,scribed Paul's letter to the Romans (ROM 16:22),third
Tertullus,Tertullus,Male,NT,an attorney who brought charges against Paul (ACT 24:2),third
Thaddaeus,Tadeo,Male,NT,disciple of the Messiah (MAT 10:3),
Thahash,Tahash,Male,OT,"A badger, a son of Nahor, Abraham’s brother ([Gen",that makes haste; that keeps silence
Tharshish,Tarshish,Male,Unknown,,
Theophilus,Teófilo,Male,NT,the recipient/audience of Luke's account (LUK 1:3),friend of God
Theudas,Teudas,Male,NT,someone who rose up but was killed (ACT 5:36),flowing with water
Thomas,Tomás,Male,NT,disciple of the Messiah (MAT 10:3),a twin
Tiberius,Tiberio,Male,Unknown,I,the son of Tiber
Tibni,Tibni,Male,Both,half of Israel wanted him to be king (1KI 16:21),straw; hay
Tidal,Tidal,Male,Both,King of Goiim (GEN 14:1),that breaks the yoke; knowledge of elevation
Tiglath-pileser,Tiglath-pileser,Male,OT,King of Assyria (2KI 15:29),that binds or takes away captivity
Tikvah,Tikvah,Male,OT,father of Shallum (2KI 22:14),hope; a little line; congregation
Tilgath-pilneser,Tilgath-pilneser,Male,Unknown,An Assyrian king,
Tilon,Tilon,Male,OT,son of Shimon (1CH 4:20),murmuring
Timaeus,Timaeus,Male,NT,father of Bartimaeus (MRK 10:46),
Timna,Timna,Female,OT,concubine of Esau's son Eliphaz (GEN 36:12) and sister of Lotan (GEN 36:22),
Timnah,Timnah,Male,OT,A “duke” or sheik of Edom ([Gen,forbidding
Timon,Timon,Male,NT,chosen to serve the widows of the Hellenistic Jews (ACT 6:5),honorable; worthy
Timotheus,Timotheus,Male,Unknown,"Honouring God, a young disciple who was Paul’s companion in many of his journeyings",honor of God; valued of God
Timothy,Timoteo,Male,NT,a disciple and Paul's companion (ACT 16:1),
Tiras,Tiras,Male,Both,son of Japheth (GEN 10:2),
Tirhakah,Tirhakah,Male,Both,King of Cush (2KI 19:9),inquirer; examiner; dull observer
Tirhanah,Tirhanah,Male,OT,son of Chelubai [Caleb] by Maacah (1CH 2:48),
Tiria,Tiria,Male,OT,son of Jehallelel (1CH 4:16),searching out
Tirzah,Tirzah,Female,Both,daughter of Zelophehad (NUM 26:33),benevolent; complaisant; pleasing
Titius,Titius,Male,NT,a worshiper whose house was next to the synagogue in Corinth (ACT 18:7),
Titus,Tito,Male,NT,a brother (2CO 2:13) and Paul's partner and fellow worker in ministry (2CO 8:23),pleasing
Tobadonijah,Tobadoniías,Male,Both,Levite sent by Jehoshaphat (2CH 17:8),
Tobiah,Tobías,Male,OT,unable to give evidence if they were from Israel (EZR 2:60),"Tobijah, the Lord is good"
Tobijah,Tobiías,Male,OT,Levite sent by Jehoshaphat (2CH 17:8),
Togarmah,Togarmah,Male,OT,son of Gomer (GEN 10:3),which is all bone
Tohu,Tohu,Male,OT,father of Elihu and ancestor of Samuel (1SA 1:1),that lives; that declares
Toi,Toi,Male,Both,King of Hamath (2SA 8:9),who wanders
Tola,Tola,Male,OT,son of Issachar (GEN 46:13),worm; grub; scarlet
Trophimus,Trófimo,Male,NT,a believer from Asia (ACT 20:4) specifically Ephesus (ACT 21:29),well educated; well brought up
Tryphaena,Tryfaena,Female,NT,worker in the Lord to whom Paul sends greetings (ROM 16:12),
Tryphena,Tryfena,Female,Unknown,,delicious; delicate
Tryphosa,Tryfosa,Female,NT,worker in the Lord to whom Paul sends greetings (ROM 16:12),thrice shining
Tubal,Tubal,Male,Both,son of Japheth (GEN 10:2),the earth; the world; confusion
Tubal-cain,Tubal-cain,Male,Both,the forger of all implements of bronze and iron (GEN 4:22),worldly possession; possessed of confusion
Tychicus,Tíquico,Male,NT,a believer from Asia (ACT 20:4),casual; by chance
Tyrannus,Tyrannus,Male,NT,ran a school in Ephesus (ACT 19:9),a prince; one that reigns
Ucal,Ucal,Male,Both,audience of Agur (PRO 30:1),"power, prevalency"
Uel,Uel,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:34),desiring God
Ulam,Ulam,Male,OT,son of Peresh (1CH 7:16),the porch; the court; their strength; their folly
Ulla,Ulla,Male,Unknown,,elevation; leaf; young child
Unni,Unni,Male,Both,"second rank Levite, gatekeeper (1CH 15:18)",poor; afflicted; that answers
Ur,Ur,Male,Unknown,,"fire, light, a valley"
Urbane,Urbane,Male,Unknown,,courteous
Urbanus,Urbanus,Male,NT,Paul's fellow worker in Christ (ROM 16:9),
Uri,Uri,Male,OT,father of Bezalel (EXO 31:2),"my light, my fire"
Uriah,Urías,Male,Both,"the Hittite (2SA 11:3), thirty-seventh of ""the thirty"" of David's men (2SA 23:39)","or Urijah, the Lord is my light or fire"
Uriel,Uriel,Male,Both,"son of Tahath (1CH 6:24), chief of the sons of Kohath (1CH 15:5)",same as Uriah
Urijah,Uriías,Male,Both,priest who built an altar in the pattern seen in Damascus (2KI 16:10),
Uthai,Uthai,Male,OT,son of Ammihud (1CH 9:4),my iniquity
Uz,Uz,Male,Both,son of Aram (GEN 10:23),counsel; words
Uzai,Uzai,Male,OT,father of Palal (NEH 3:25),he
Uzal,Uzal,Male,OT,son of Joktan (GEN 10:27),wandering
Uzza,Uzza,Male,Both,owner of the garden where Manasseh was buried (2KI 21:18),
Uzzah,Uzzah,Male,Both,son of Abinadab (2SA 6:3) who died for touching the ark (2SA 6:7),strength; goat
Uzzi,Uzzi,Male,Both,son of Bukki (1CH 6:5) and father of Zerhiah (1CH 6:6),my strength; my kid
Uzzia,Uzzia,Male,Both,the Ashterathite (1CH 11:44),
Uzziah,Uzías,Male,Both,son of Uriel (1CH 6:24),"Uzziel, the strength, or kid, of the Lord"
Uzziel,Uzziel,Male,Both,son of Kohath (EXO 6:18),
Vaizatha,Vaizatha,Male,OT,son of Haman (EST 9:9),
Vajezatha,Vajezatha,Male,NT,"Purity; worthy of honour, one of Haman’s sons, whom the Jews slew in the palace of Shushan ([Esther 9:9](/esth#Esth",sprinkling the chamber
Vaniah,Vanías,Male,OT,descendant of Bani who had married a foreign wife (EZR 10:36),"nourishment, or weapons, of the Lord"
Vashti,Vasti,Female,Both,queen of Persia (EST 1:9),that drinks; thread
Vophsi,Vophsi,Male,OT,father of Nahbi (NUM 13:14),fragrant; diminution
Wife of Ezekiel,Wife of Ezekiel,Female,Unknown,,
Wife of Lot,Wife of Lot,Female,OT,became a pillar (not a statue) of salt (GEN 19:26),
Wife of Simon,Wife of Simon,Female,Unknown,,
YHVH,YHVH,Male,OT,"Holy, Holy, Holy (ISA 6:3) and too many others to fit here",
Younger of Lot,Younger of Lot,Female,OT,mother of Ben-ammi (GEN 19:38),
Zaavan,Zaavan,Male,OT,son of Ezer (GEN 36:27),trembling
Zabad,Zabad,Male,Both,son of Nathan (1CH 2:36),dowry; endowed
Zabbai,Zabbai,Male,OT,descendant of Bebai who had married a foreign wife (EZR 10:28),flowing
Zabbud,Zabbud,Male,OT,"descendant of Bigvai, went up with Ezra (EZR 8:14)",
Zabdi,Zabdi,Male,OT,"father of Carmi, father of Achan who took forbidden things from Jericho (JOS 7:1)",same as Zabad
Zabdiel,Zabdiel,Male,Both,"father of Jashobeam (1CH 27:2), descendant of Perez (1CH 27:3)",
Zaboud,Zaboud,Male,OT,son of Hammuel and father of Zaccur (1CH 4:26),
Zabud,Zabud,Male,Both,"son of Nathan, a friend of King Solomon (1KI 4:5)",
Zaccai,Zaccai,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:9),pure meat; just
Zacchaeus,Zaqueo,Male,NT,"Pure, a superintendant of customs; a chief tax-gather (publicanus) at Jericho ([Luke 19:1-10](/luke#Luke",
Zaccheus,Zaccheus,Male,NT,chief tax collector (LUK 19:2) of small stature (LUK 19:3),pure; clean; just
Zacchur,Zacchur,Male,Unknown,,
Zaccur,Zaccur,Male,Both,father of Shammua (NUM 13:4),of the male kind; mindful
Zachariah,Zacharías,Male,Unknown,Son of Jeroboam II,memory of the Lord
Zacharias,Zacarías,Male,Both,the priest (LUK 1:5) father of John the Baptist,
Zacher,Zacher,Male,OT,"Memorial, a son of Jehiel ([1 Chr",
Zadok,Sadoc,Male,Both,"son of Ahitub and priest during King David's reign (2SA 8:17), a mighty of valor (1CH 12:28)",just; justified
Zaham,Zaham,Male,OT,son of Rehoboam and Mahalath (2CH 11:18),crime; filthiness; impurity
Zalaph,Zalaph,Male,OT,father of Hanun_3 (NEH 3:30),shadow; ringing; shaking
Zalmon,Zalmon,Male,Both,"the Ahohite (2SA 23:28), fourteenth of ""the thirty"" of David's men",his shade; his image
Zalmunna,Zalmunna,Male,Both,King of Midian (JDG 8:3),shadow; image; idol forbidden
Zanoah,Zanoah,Male,OT,"son of Mered and ""his Jewish wife"" (1CH 4:18)",forgetfulness; desertion
Zatthu,Zatthu,Male,OT,"A sprout, [Neh",olive tree
Zattu,Zattu,Male,OT,his sons (descendants) returned to Judah after captivity (EZR 2:8),
Zavan,Zavan,Male,Both,"Terror, one of the “dukes of Edom” ([Gen",
Zaza,Zaza,Male,OT,son of Jonathan (1CH 2:33),belonging to all
Zebadiah,Zebadías,Male,OT,son of Beriah (1CH 8:15),portion of the Lord; the Lord is my portion
Zebah,Zebah,Male,Both,King of Midian (JDG 8:3),victim; sacrifice
Zebedee,Zebedee,Male,NT,father of James and John (MAT 4:21),abundant; portion
Zebidah,Zebidah,Female,OT,mother of Eliakim [Jehoiakim] (2KI 23:36),
Zebina,Zebina,Male,OT,descendant of Nebo who had married a foreign wife (EZR 10:43),flowing now; selling; buying
Zebudah,Zebudah,Female,NT,"Given, the wife of Josiah and mother of Jehoiakim ([2 Kings 23:36](/2kgs#2Kgs",endowed; endowing
Zebul,Zebul,Male,Both,the ruler of Shechem (JDG 9:30),a habitation
Zebulun,Zabulón,Male,Both,"tenth-born son of Jacob (GEN 30:19), son of Leah","Zebulon, dwelling; habitation"
Zechariah,Zacarías,Male,Both,"King of Israel, son of Jeroboam (2KI 14:29)",same as Zachariah
Zecher,Zecher,Male,OT,son of Jeiel and Maacah (1CH 8:31),
Zedekiah,Sedequías,Male,Both,"made horns of iron (1KI 22:11, 2CH 18:10)",the Lord is my justice; the justice of the Lord
Zeeb,Zeeb,Male,Both,leader of Midian (JDG 7:25),wolf
Zelek,Zelek,Male,Both,"the Ammonite, thirty-third of ""the thirty"" of David's men (2SA 23:37)",the shadow or noise of him that licks or laps
Zelophehad,Zelofehad,Male,Both,son of Hepher who had only daughters (NUM 26:33),the shade or tingling of fear
Zemar,Zemar,Male,OT,son of Canaan (GEN 10:15),
Zemarite,Zemarite,Male,Both,The designation of one of the Phoenician tribes ([Gen,
Zemira,Zemira,Male,Both,"Vine-dresser, a Benjamite; one of the sons of Becher ([1 Chr",song; vine; palm
Zemirah,Zemirah,Male,OT,son of Becher (1CH 7:8),
Zenas,Zenas,Male,NT,a lawyer Paul charged Titus with digiligently helping (TIT 3:13),living
Zephaniah,Sofonías,Male,Both,the second-in-charge priest (2KI 25:18) who was killed by the king of Babylon (2KI 25:21),the Lord is my secret
Zepho,Zefo,Male,OT,son of Eliphaz (GEN 36:11) and chief of Edom (GEN 36:15),"Zephon, that sees and observes; that expects or covers"
Zephon,Zefon,Male,Unknown,,
Zerah,Zerah,Male,OT,son of Reuel (GEN 36:13) and chief of Edom (GEN 36:17),same as Zarah
Zerahiah,Zerahías,Male,OT,father of Meraioth (1CH 6:6),the Lord rising; brightness of the Lord
Zeresh,Zeresh,Female,Both,wife of Haman (EST 5:10),misery; strange; dispersed inheritance
Zereth,Zereth,Male,OT,son of Ashhur and Helah (1CH 4:7),same as Zer
Zeri,Zeri,Male,OT,"son of Jeduthun (1CH 25:3), chosen fourth by log (1CH 25:11)",
Zeror,Zeror,Male,OT,"father of Abiel (1SA 9:1), ancestor of King Saul",root; that straitens or binds; that keeps tight
Zeruah,Zeruah,Female,Both,"mother of Jeroboam, a widow (1KI 11:26)",leprous; wasp; hornet
Zerubbabel,Zorobabel,Male,Both,son of Pedaiah (1CH 3:19),a stranger at Babylon; dispersion of confusion
Zeruiah,Zeruías,Female,Both,"mother of Abishai, Joab (1SA 26:6), and Asahel (2SA 2:18), sister of King David (1CH 2:16)",pain or tribulation of the Lord
Zetham,Zetham,Male,OT,son of Ladan [Libni_1] (1CH 23:8),
Zethan,Zethan,Male,OT,son of Bilhan (1CH 7:10),
Zethar,Zethar,Male,Both,one of the seven eunuchs who served in the presence of King Ahasuerus (EST 1:10),he that examines or beholds
Zia,Zia,Male,OT,"??? (1CH 5:13), Gadite (1CH 5:11)",sweat; swelling
Ziba,Ziba,Male,Both,servant from the house of Saul (2SA 9:2),army; fight; strength
Zibeon,Zibeon,Male,Both,"the Hivite and grandfather of Oholibamah, Esau's wife (GEN 36:2)",iniquity that dwells
Zibia,Zibia,Male,OT,son of Shaharaim (1CH 8:9),
Zibiah,Zibías,Male,Both,"of Beersheba, mother of King Jehoash (2KI 12:1, 2CH 24:1) ['Joash' in 2KI 11:2]",the Lord dwells; deer; goat
Zichri,Zichri,Male,OT,son of Izhar (EXO 6:21),that remembers; that is a man
Zidkijah,Zidkiías,Male,Both,"The Lord is righteous, one who sealed the covenant with Nehemiah ([Neh",justice of the Lord
Zidon,Zidon,Male,NT,"A fishery, a town on the Mediterranean coast, about 25 miles north of Tyre",hunting; fishing; venison
Ziha,Ziha,Male,Both,temple servant (EZR 2:43),brightness; whiteness; drought
Zillah,Zillah,Female,Both,wife of Lamech (GEN 4:19),shadow; the tingling of the ear
Zillethai,Zillethai,Male,OT,son of Shimei [Shema v13] (1CH 8:20),
Zilpah,Zilpa,Female,Both,maid of Laban given to Leah (GEN 29:24) and wife of Jacob (GEN 30:9),distillation from the mouth
Zilthai,Zilthai,Male,OT,A Benjamite ([1 Chr,my shadow; my talk
Zimmah,Zimmah,Male,OT,son of Jahath (1CH 6:20),thought; wickedness
Zimran,Zimran,Male,Both,son of Abraham through Keturah (GEN 25:2),song; singer; vine
Zimri,Zimri,Male,OT,man pierced by Phinehas (NUM 25:14),
Zina,Zina,Male,OT,descendant of Shimei_1 (1CH 23:10),shining; going back
Ziph,Ziph,Male,OT,son of Mesha (1CH 2:42),this mouth or mouthful; falsehood
Ziphah,Zifah,Male,OT,son of Jehallelel (1CH 4:16),
Ziphion,Zifion,Male,OT,son of Gad (GEN 46:16),
Zippor,Zippor,Male,Both,father of Balak (NUM 22:2),bird; sparrow; crown; desert
Zipporah,Séfora,Female,OT,"daughter of Reuel (EXO 2:18), Moses' wife (EXO 2:21), a Cushite (NUM 12:1)",beauty; trumpet; mourning
Zithri,Zithri,Male,Both,"The Lord protects, a Levite, son of Uzziel ([Ex",to hide; demolished
Ziza,Ziza,Male,OT,"son of Shiphi (1CH 4:37), Simeonite (1CH 4:24)",same as Zina
Zizah,Zizah,Male,OT,A Gershonite Levite ([1 Chr,
Zoar,Zoar,Male,Both,"Small, a town on the east or south-east of the Dead Sea, to which Lot and his daughters fled from Sodom ([Gen",little; small
Zobebah,Zobebah,Male,OT,son of Koz (1CH 4:8),
Zohar,Zohar,Male,Both,father of Ephron who sold the cave at Machpelah to Abraham (GEN 23:8),white; bright; dryness
Zoheth,Zoheth,Male,Both,son of Ishi (1CH 4:20),separation; amazing
Zophah,Zofah,Male,OT,son of Hotham (1CH 7:35),viol; honeycomb
Zophar,Zofar,Male,Both,"the Naamathite, friend of Job (JOB 2:11)",rising early; crown
Zorobabel,Zorobabel,Male,Unknown,,same as Zerubbabel
Zuar,Zuar,Male,OT,father of Nethanel (NUM 1:8),same as Zoar
Zuph,Zuph,Male,OT,father of Tohu and ancestor of Samuel (1SA 1:1),"that beholds, observes, watches; roof; covering"
Zur,Zur,Male,OT,head of a household in Midian and father of Cozbi (NUM 25:15),stone; rock; that besieges
Zuriel,Zuriel,Male,Both,leader of the families of Merari (NUM 3:35),rock or strength of God
Zurishaddai,Zurishaddai,Male,Both,father of Shelumiel (NUM 1:6),the Almighty is my rock and strength
a despicable person,a despicable person,Male,Both,leader of the kingdom of the north (DAN 11:21),
daughter of the King of the South,daughter of the King of the South,Female,Both,the daughter of the king of Egypt (DAN 11:6),
man of great stature,man of great stature,Male,Unknown,,
man of understanding,man of understanding,Male,Unknown,,
son of Abinadab,son of Abinadab,Male,Unknown,,
son of Dekar,son of Dekar,Male,Unknown,,
son of Geber,son of Geber,Male,Unknown,,
son of Hesed,son of Hesed,Male,Unknown,,
son of Hur,son of Hur,Male,Unknown,,
son of Joiada,son of Joiada,Male,Unknown,,
sons of Jashen,sons of Jashen,Male,Unknown,,
the Ethiopian eunuch,the Ethiopian eunuch,Male,NT,an official of queen Candace (ACT 8:27),
